OID_,LAYER,LAT,LON
1286,Onychoprion,-16.6068541744,145.973372401
1287,Onychoprion,-16.6068569414,145.973368047
1288,Onychoprion,-16.6068598754,145.97336587
1289,Onychoprion,-16.6068616405,145.973365474
1290,Onychoprion,-16.6068650277,145.973365449
1291,Onychoprion,-16.6068658387,145.973360922
1292,Onychoprion,-16.6068645984,145.973360378
1293,Onychoprion,-16.6068613304,145.973359116
1294,Onychoprion,-16.606858635,145.973359512
1295,Onychoprion,-16.6068549616,145.973359141
1296,Onychoprion,-16.6068557726,145.973363173
1297,Onychoprion,-16.606854246,145.973366117
1298,Onychoprion,-16.6068725654,145.973370298
1299,Onychoprion,-16.6068745453,145.973373341
1300,Onychoprion,-16.6068728755,145.973377299
1301,Onychoprion,-16.6068786481,145.973372772
1302,Onychoprion,-16.6068815582,145.973365845
1303,Onychoprion,-16.6068801508,145.973362159
1304,Onychoprion,-16.6068782187,145.973357879
1305,Onychoprion,-16.6068759765,145.973359017
1306,Onychoprion,-16.6068746884,145.973359759
1307,Onychoprion,-16.6068712535,145.973360229
1308,Onychoprion,-16.6068695122,145.973360304
1309,Onychoprion,-16.6068695122,145.973365202
1310,Onychoprion,-16.6068700131,145.973366513
1311,Onychoprion,-16.6068733526,145.973364707
1312,Onychoprion,-16.6068743067,145.973363594
1313,Onychoprion,-16.6068723507,145.97336869
1314,Onychoprion,-16.6068519799,145.973368913
1315,Onychoprion,-16.6068470661,145.973369729
1316,Onychoprion,-16.6068437027,145.973372376
1317,Onychoprion,-16.6068421522,145.973369655
1318,Onychoprion,-16.6068448477,145.973367799
1319,Onychoprion,-16.6068454679,145.97336582
1320,Onychoprion,-16.6068487835,145.973366414
1321,Onychoprion,-16.606847567,145.973363173
1322,Onychoprion,-16.6068511211,145.973364509
1323,Onychoprion,-16.6068502624,145.973360848
1324,Onychoprion,-16.6068520276,145.973358325
1325,Onychoprion,-16.6068510019,145.973356148
1326,Onychoprion,-16.6068528386,145.973353674
1327,Onychoprion,-16.6068541505,145.973354638
1328,Onychoprion,-16.6068564405,145.973356098
1329,Onychoprion,-16.6068576809,145.973356271
1330,Onychoprion,-16.6068587304,145.973353377
1331,Onychoprion,-16.6068626185,145.973351002
1332,Onychoprion,-16.6068633103,145.973354985
1333,Onychoprion,-16.6068482349,145.973358819
1334,Onychoprion,-16.6068444422,145.973359339
1335,Onychoprion,-16.6068428201,145.973361961
1336,Onychoprion,-16.6068416275,145.973366736
1337,Onychoprion,-16.6068383118,145.973367404
1338,Onychoprion,-16.6068388605,145.97336352
1339,Onychoprion,-16.6068399816,145.973360502
1340,Onychoprion,-16.6068421522,145.973357657
1341,Onychoprion,-16.6068448477,145.973355405
1342,Onychoprion,-16.6068472092,145.973354243
1343,Onychoprion,-16.6068499285,145.973351027
1344,Onychoprion,-16.6068488789,145.973349221
1345,Onychoprion,-16.6068515982,145.973347613
1346,Onychoprion,-16.6068549854,145.973351249
1347,Onychoprion,-16.6068567267,145.973347068
1348,Onychoprion,-16.60685978,145.973348281
1349,Onychoprion,-16.6068657195,145.973348009
1350,Onychoprion,-16.6068634773,145.973344075
1351,Onychoprion,-16.6068639543,145.9733417
1352,Onychoprion,-16.6068598038,145.973344224
1353,Onychoprion,-16.6068582056,145.973343902
1354,Onychoprion,-16.6068563928,145.973342071
1355,Onychoprion,-16.6068531248,145.97334128
1356,Onychoprion,-16.6068534826,145.973345287
1357,Onychoprion,-16.6068481156,145.973344322
1358,Onychoprion,-16.6068449669,145.97335068
1359,Onychoprion,-16.6068432018,145.973352189
1360,Onychoprion,-16.6068395761,145.973354441
1361,Onychoprion,-16.6068433688,145.973344372
1362,Onychoprion,-16.6068438935,145.973340735
1363,Onychoprion,-16.606847567,145.973340463
1364,Onychoprion,-16.6068473284,145.973339028
1365,Onychoprion,-16.6068479963,145.973336134
1366,Onychoprion,-16.6068516936,145.973338138
1367,Onychoprion,-16.6068551762,145.973338163
1368,Onychoprion,-16.6068587304,145.973337841
1369,Onychoprion,-16.6068624754,145.973338212
1370,Onychoprion,-16.6068655048,145.973337544
1371,Onychoprion,-16.6068597084,145.973335293
1372,Onychoprion,-16.6068581818,145.973335194
1373,Onychoprion,-16.6068546753,145.973334476
1374,Onychoprion,-16.6068421284,145.973336505
1375,Onychoprion,-16.6068383357,145.973335095
1376,Onychoprion,-16.6068403871,145.973340389
1377,Onychoprion,-16.6068390513,145.973343234
1378,Onychoprion,-16.6068388843,145.973347217
1379,Onychoprion,-16.6068379302,145.973350631
1380,Onychoprion,-16.6068373577,145.973358052
1381,Onychoprion,-16.6068365228,145.97335449
1382,Onychoprion,-16.6068348769,145.973352165
1383,Onychoprion,-16.6068351632,145.973349196
1384,Onychoprion,-16.606835521,145.973359834
1385,Onychoprion,-16.6068333503,145.973362802
1386,Onychoprion,-16.6068301778,145.973363025
1387,Onychoprion,-16.6068292475,145.973364163
1388,Onychoprion,-16.6068283172,145.973367775
1389,Onychoprion,-16.6068269814,145.973362159
1390,Onychoprion,-16.6068257887,145.973360328
1391,Onychoprion,-16.6068263374,145.973357013
1392,Onychoprion,-16.6068293429,145.973356618
1393,Onychoprion,-16.6068300585,145.973359735
1394,Onychoprion,-16.6068317044,145.973357756
1395,Onychoprion,-16.6068322292,145.973354886
1396,Onychoprion,-16.606832253,145.973350878
1397,Onychoprion,-16.6068306549,145.973348355
1398,Onychoprion,-16.6068275778,145.973348825
1399,Onychoprion,-16.6068235942,145.973352536
1400,Onychoprion,-16.606822163,145.973356914
1401,Onychoprion,-16.6068201116,145.973360403
1402,Onychoprion,-16.6068171061,145.973360328
1403,Onychoprion,-16.6068180364,145.973357855
1404,Onychoprion,-16.6068167244,145.973354391
1405,Onychoprion,-16.6068159611,145.973350903
1406,Onychoprion,-16.6068196107,145.973349369
1407,Onychoprion,-16.6068163189,145.973346574
1408,Onychoprion,-16.6068164143,145.97334546
1409,Onychoprion,-16.6068215905,145.973346029
1410,Onychoprion,-16.6068256933,145.973346722
1411,Onychoprion,-16.6068297246,145.973344644
1412,Onychoprion,-16.6068329209,145.973344125
1413,Onychoprion,-16.6068343521,145.973343308
1414,Onychoprion,-16.6068364035,145.973341675
1415,Onychoprion,-16.6068372146,145.973340067
1416,Onychoprion,-16.606833732,145.973337965
1417,Onychoprion,-16.6068309888,145.973339721
1418,Onychoprion,-16.6068309888,145.973341453
1419,Onychoprion,-16.6068272915,145.973340587
1420,Onychoprion,-16.6068288897,145.973336208
1421,Onychoprion,-16.606831776,145.973334575
1422,Onychoprion,-16.6068292236,145.973332893
1423,Onychoprion,-16.6068269099,145.973336183
1424,Onychoprion,-16.6068255025,145.973332844
1425,Onychoprion,-16.6068240474,145.973333833
1426,Onychoprion,-16.6068227116,145.973337791
1427,Onychoprion,-16.6068217814,145.973342789
1428,Onychoprion,-16.606818418,145.973343234
1429,Onychoprion,-16.6068183942,145.973339152
1430,Onychoprion,-16.6068175354,145.973336084
1431,Onychoprion,-16.6068217575,145.973332646
1432,Onychoprion,-16.6068184896,145.973332052
1433,Onychoprion,-16.6068138859,145.973338806
1434,Onychoprion,-16.606814196,145.973334575
1435,Onychoprion,-16.6068145299,145.973342517
1436,Onychoprion,-16.6068144345,145.973360601
1437,Onychoprion,-16.6068131225,145.973363124
1438,Onychoprion,-16.6068107849,145.97336164
1439,Onychoprion,-16.6068104032,145.973358745
1440,Onychoprion,-16.6068129556,145.973357384
1441,Onychoprion,-16.6068131941,145.973353995
1442,Onychoprion,-16.6068095445,145.97335402
1443,Onychoprion,-16.6068065867,145.973354638
1444,Onychoprion,-16.6068058949,145.973360502
1445,Onychoprion,-16.6068030325,145.973362085
1446,Onychoprion,-16.6068017444,145.973364608
1447,Onychoprion,-16.6067988105,145.973362258
1448,Onychoprion,-16.606798071,145.973359933
1449,Onychoprion,-16.606798882,145.973355331
1450,Onychoprion,-16.6068028178,145.973354737
1451,Onychoprion,-16.6068047023,145.973352165
1452,Onychoprion,-16.606808161,145.973351447
1453,Onychoprion,-16.6068116675,145.973351868
1454,Onychoprion,-16.6068131703,145.973348998
1455,Onychoprion,-16.6068124069,145.973344966
1456,Onychoprion,-16.6068092106,145.973347217
1457,Onychoprion,-16.606809139,145.973342838
1458,Onychoprion,-16.6068115482,145.973341057
1459,Onychoprion,-16.6068080179,145.97334081
1460,Onychoprion,-16.6068068729,145.973343927
1461,Onychoprion,-16.6068055371,145.973349023
1462,Onychoprion,-16.6068023169,145.973349468
1463,Onychoprion,-16.6067993829,145.973351744
1464,Onychoprion,-16.60679986,145.973347044
1465,Onychoprion,-16.6067981664,145.973347044
1466,Onychoprion,-16.6068030087,145.97334405
1467,Onychoprion,-16.60680475,145.9733417
1468,Onychoprion,-16.606804416,145.973340043
1469,Onychoprion,-16.6068052509,145.973337594
1470,Onychoprion,-16.6068087097,145.973336208
1471,Onychoprion,-16.6068104748,145.973333907
1472,Onychoprion,-16.6068102601,145.973332646
1473,Onychoprion,-16.6068150785,145.973330766
1474,Onychoprion,-16.6068178217,145.973328391
1475,Onychoprion,-16.6068213043,145.973328069
1476,Onychoprion,-16.6068224493,145.973330395
1477,Onychoprion,-16.606823952,145.973329727
1478,Onychoprion,-16.6068134565,145.973330172
1479,Onychoprion,-16.6068121684,145.973326436
1480,Onychoprion,-16.6068097831,145.973329257
1481,Onychoprion,-16.606808495,145.973328836
1482,Onychoprion,-16.6068062766,145.973330617
1483,Onychoprion,-16.606805728,145.973333611
1484,Onychoprion,-16.6068031756,145.973331112
1485,Onychoprion,-16.6068014105,145.973334229
1486,Onychoprion,-16.6067999077,145.973336134
1487,Onychoprion,-16.6068007187,145.973339498
1488,Onychoprion,-16.6067975939,145.973343729
1489,Onychoprion,-16.6067963058,145.973340983
1490,Onychoprion,-16.6068007664,145.97332938
1491,Onychoprion,-16.6068023169,145.973327278
1492,Onychoprion,-16.6068059188,145.973326263
1493,Onychoprion,-16.6067992398,145.973326981
1494,Onychoprion,-16.6067959242,145.973328193
1495,Onychoprion,-16.6067976893,145.973333413
1496,Onychoprion,-16.6067962343,145.973364163
1497,Onychoprion,-16.6067959957,145.973361343
1498,Onychoprion,-16.6067960912,145.973357483
1499,Onychoprion,-16.6067930379,145.973364237
1500,Onychoprion,-16.6067904617,145.973365425
1501,Onychoprion,-16.6067891975,145.973362134
1502,Onychoprion,-16.6067858103,145.973361689
1503,Onychoprion,-16.6067849277,145.97335872
1504,Onychoprion,-16.6067818745,145.973359858
1505,Onychoprion,-16.6067871461,145.973353822
1506,Onychoprion,-16.60678977,145.973352536
1507,Onychoprion,-16.6067927517,145.973351274
1508,Onychoprion,-16.6067952563,145.973351324
1509,Onychoprion,-16.6067956856,145.973349122
1510,Onychoprion,-16.6067943976,145.973345386
1511,Onychoprion,-16.6067913682,145.973347365
1512,Onychoprion,-16.6067882672,145.97334932
1513,Onychoprion,-16.6067860727,145.973346623
1514,Onychoprion,-16.6067903663,145.973343951
1515,Onychoprion,-16.6067926085,145.973342022
1516,Onychoprion,-16.6067955664,145.973337371
1517,Onychoprion,-16.6067957095,145.973332398
1518,Onychoprion,-16.6067923223,145.973332943
1519,Onychoprion,-16.6067907003,145.973329974
1520,Onychoprion,-16.6067930141,145.973325744
1521,Onychoprion,-16.6067890067,145.973325818
1522,Onychoprion,-16.6067874323,145.973329182
1523,Onychoprion,-16.606788792,145.973333215
1524,Onychoprion,-16.6067906049,145.973338163
1525,Onychoprion,-16.6067863351,145.973341601
1526,Onychoprion,-16.6067831626,145.973348652
1527,Onychoprion,-16.6067789405,145.973348256
1528,Onychoprion,-16.6067816837,145.973343655
1529,Onychoprion,-16.6067870507,145.973337371
1530,Onychoprion,-16.6067836158,145.97333653
1531,Onychoprion,-16.6067854764,145.973334303
1532,Onychoprion,-16.6067852378,145.973331434
1533,Onychoprion,-16.606782113,145.973333536
1534,Onychoprion,-16.6067825185,145.97332755
1535,Onychoprion,-16.6067785827,145.973329751
1536,Onychoprion,-16.6067775809,145.973333314
1537,Onychoprion,-16.6067777001,145.973337272
1538,Onychoprion,-16.6067768175,145.973325744
1539,Onychoprion,-16.606780968,145.97334034
1540,Onychoprion,-16.6067905571,145.973359561
1541,Onychoprion,-16.6067746133,145.973340306
1542,Onychoprion,-16.6067761291,145.973343984
1543,Onychoprion,-16.6067726124,145.973346437
1544,Onychoprion,-16.6067754015,145.973354863
1545,Onychoprion,-16.6067801915,145.973354391
1546,Onychoprion,-16.6067794336,145.973357567
1547,Onychoprion,-16.6067740676,145.973357756
1548,Onychoprion,-16.6067713997,145.973360711
1549,Onychoprion,-16.6067718848,145.973356121
1550,Onychoprion,-16.606768459,145.973358133
1551,Onychoprion,-16.6067687016,145.973355052
1552,Onychoprion,-16.6067696717,145.973354046
1553,Onychoprion,-16.6067662763,145.973355649
1554,Onychoprion,-16.6067642754,145.973356592
1555,Onychoprion,-16.606763851,145.973354486
1556,Onychoprion,-16.6067713088,145.973342569
1557,Onychoprion,-16.6067698839,145.97334062
1558,Onychoprion,-16.6067734006,145.973337445
1559,Onychoprion,-16.6067732187,145.973333609
1560,Onychoprion,-16.6067700052,145.973335212
1561,Onychoprion,-16.6067665188,145.973333106
1562,Onychoprion,-16.6067653668,145.973336061
1563,Onychoprion,-16.6067672161,145.973341783
1564,Onychoprion,-16.6067695807,145.973344676
1565,Onychoprion,-16.6067643057,145.973340714
1566,Onychoprion,-16.6067603039,145.973343576
1567,Onychoprion,-16.6067596067,145.973340683
1568,Onychoprion,-16.6067617288,145.973336564
1569,Onychoprion,-16.6067629415,145.973332634
1570,Onychoprion,-16.606767398,145.973328044
1571,Onychoprion,-16.6067706418,145.973329993
1572,Onychoprion,-16.6067731278,145.973328609
1573,Onychoprion,-16.6067717635,145.973325465
1574,Onychoprion,-16.6067710966,145.973322573
1575,Onychoprion,-16.6067746133,145.973322636
1576,Onychoprion,-16.6067777358,145.973321472
1577,Onychoprion,-16.6067784331,145.973325308
1578,Onychoprion,-16.6067811313,145.973322667
1579,Onychoprion,-16.6067850724,145.973325057
1580,Onychoprion,-16.6067846177,145.973320875
1581,Onychoprion,-16.6067862244,145.973317039
1582,Onychoprion,-16.6067803431,145.973317385
1583,Onychoprion,-16.6067757956,145.973318297
1584,Onychoprion,-16.6067722183,145.973317574
1585,Onychoprion,-16.6067692776,145.973317448
1586,Onychoprion,-16.6067687622,145.973320561
1587,Onychoprion,-16.606765488,145.973323862
1588,Onychoprion,-16.6067658518,145.973318863
1589,Onychoprion,-16.606762517,145.973324679
1590,Onychoprion,-16.6067629111,145.973328861
1591,Onychoprion,-16.6067600614,145.973326314
1592,Onychoprion,-16.6067591822,145.973328987
1593,Onychoprion,-16.6067586365,145.973333514
1594,Onychoprion,-16.6067576361,145.973336407
1595,Onychoprion,-16.6067563325,145.973342192
1596,Onychoprion,-16.6067546348,145.973338293
1597,Onychoprion,-16.6067546954,145.973335181
1598,Onychoprion,-16.6067556655,145.97332993
1599,Onychoprion,-16.6067525429,145.973331439
1600,Onychoprion,-16.6067535737,145.973328421
1601,Onychoprion,-16.606754847,145.973326126
1602,Onychoprion,-16.6067572723,145.97332317
1603,Onychoprion,-16.6067606677,145.973320875
1604,Onychoprion,-16.6067610315,145.973318014
1605,Onychoprion,-16.6067567266,145.97331946
1606,Onychoprion,-16.6067579393,145.973316567
1607,Onychoprion,-16.6067539678,145.973319617
1608,Onychoprion,-16.6067519669,145.973323547
1609,Onychoprion,-16.6067519063,145.9733393
1610,Onychoprion,-16.6067492688,145.973335904
1611,Onychoprion,-16.6067505724,145.973333074
1612,Onychoprion,-16.6067473589,145.973332194
1613,Onychoprion,-16.6067462068,145.97333603
1614,Onychoprion,-16.6067431146,145.973338325
1615,Onychoprion,-16.6067456915,145.973340966
1616,Onychoprion,-16.6067503602,145.973341689
1617,Onychoprion,-16.6067474498,145.973345053
1618,Onychoprion,-16.6067415684,145.973341846
1619,Onychoprion,-16.6067519366,145.973353731
1620,Onychoprion,-16.6067553321,145.973352694
1621,Onychoprion,-16.606756666,145.973355177
1622,Onychoprion,-16.6067583637,145.973356184
1623,Onychoprion,-16.606753028,145.973355618
1624,Onychoprion,-16.6067516031,145.973357473
1625,Onychoprion,-16.6067488747,145.973355429
1626,Onychoprion,-16.6067514516,145.973363855
1627,Onychoprion,-16.6067519366,145.973366654
1628,Onychoprion,-16.6067571207,145.973360491
1629,Onychoprion,-16.6067480864,145.973367911
1630,Onychoprion,-16.6067466313,145.973369578
1631,Onychoprion,-16.6067373848,145.973335747
1632,Onychoprion,-16.6067386277,145.973333672
1633,Onychoprion,-16.6067420232,145.973331156
1634,Onychoprion,-16.606744782,145.973332037
1635,Onychoprion,-16.606746419,145.973328767
1636,Onychoprion,-16.6067480864,145.973328106
1637,Onychoprion,-16.6067463887,145.973323925
1638,Onychoprion,-16.606749481,145.973321347
1639,Onychoprion,-16.6067469647,145.973318422
1640,Onychoprion,-16.6067446304,145.973320749
1641,Onychoprion,-16.6067439634,145.973325906
1642,Onychoprion,-16.6067407499,145.973325308
1643,Onychoprion,-16.606741811,145.973321692
1644,Onychoprion,-16.6067422051,145.973319554
1645,Onychoprion,-16.6067432358,145.973317353
1646,Onychoprion,-16.6067406286,145.973330842
1647,Onychoprion,-16.6067382336,145.973329647
1648,Onychoprion,-16.6067348079,145.973333011
1649,Onychoprion,-16.606733383,145.973329616
1650,Onychoprion,-16.6067347776,145.973336721
1651,Onychoprion,-16.6067306242,145.973335275
1652,Onychoprion,-16.6067314428,145.973331974
1653,Onychoprion,-16.606728017,145.97333103
1654,Onychoprion,-16.6067274713,145.973328452
1655,Onychoprion,-16.606725137,145.973330653
1656,Onychoprion,-16.6067238637,145.973328264
1657,Onychoprion,-16.6067212565,145.973330402
1658,Onychoprion,-16.6067189221,145.973328169
1659,Onychoprion,-16.6067144656,145.973327918
1660,Onychoprion,-16.6067159814,145.973326786
1661,Onychoprion,-16.6067152841,145.973324302
1662,Onychoprion,-16.6067143443,145.97332012
1663,Onychoprion,-16.6067175579,145.973323013
1664,Onychoprion,-16.6067198619,145.973324333
1665,Onychoprion,-16.6067201651,145.97332163
1666,Onychoprion,-16.6067214384,145.973316064
1667,Onychoprion,-16.6067245003,145.973317888
1668,Onychoprion,-16.6067268347,145.973313863
1669,Onychoprion,-16.6067281383,145.973325214
1670,Onychoprion,-16.6067305939,145.97332732
1671,Onychoprion,-16.6067295631,145.973324585
1672,Onychoprion,-16.6067307152,145.973319932
1673,Onychoprion,-16.6067291993,145.973320655
1674,Onychoprion,-16.606730988,145.973316159
1675,Onychoprion,-16.6067355961,145.973318265
1676,Onychoprion,-16.6067339287,145.973314587
1677,Onychoprion,-16.6067339893,145.973311914
1678,Onychoprion,-16.6067312002,145.973311914
1679,Onychoprion,-16.6067281989,145.973309619
1680,Onychoprion,-16.6067281989,145.973306852
1681,Onychoprion,-16.6067316853,145.973308801
1682,Onychoprion,-16.6067319278,145.973304557
1683,Onychoprion,-16.6067305939,145.973300878
1684,Onychoprion,-16.6067355355,145.973307292
1685,Onychoprion,-16.6067365056,145.973303268
1686,Onychoprion,-16.6067378395,145.973298206
1687,Onychoprion,-16.606733959,145.973297325
1688,Onychoprion,-16.606730988,145.973296351
1689,Onychoprion,-16.6067306545,145.973297923
1690,Onychoprion,-16.6067410834,145.97330069
1691,Onychoprion,-16.6067396282,145.973304242
1692,Onychoprion,-16.606738749,145.973308676
1693,Onychoprion,-16.606737506,145.973313675
1694,Onychoprion,-16.6067398404,145.97331314
1695,Onychoprion,-16.6067440241,145.973307041
1696,Onychoprion,-16.6067431449,145.973304305
1697,Onychoprion,-16.6067438118,145.97329874
1698,Onychoprion,-16.6067458733,145.973303519
1699,Onychoprion,-16.6067470557,145.973308361
1700,Onychoprion,-16.6067459037,145.973312543
1701,Onychoprion,-16.6067484199,145.973316096
1702,Onychoprion,-16.6067482077,145.973302828
1703,Onychoprion,-16.6067482987,145.973299149
1704,Onychoprion,-16.6067463887,145.973297325
1705,Onychoprion,-16.6067425992,145.97329547
1706,Onychoprion,-16.6067436906,145.973292169
1707,Onychoprion,-16.6067404164,145.973292641
1708,Onychoprion,-16.6067366572,145.9732922
1709,Onychoprion,-16.6067390825,145.973289591
1710,Onychoprion,-16.6067338984,145.9732911
1711,Onychoprion,-16.6067439028,145.973282862
1712,Onychoprion,-16.6067408711,145.973286792
1713,Onychoprion,-16.6067425992,145.973288962
1714,Onychoprion,-16.6067443878,145.973285849
1715,Onychoprion,-16.6067470557,145.97329044
1716,Onychoprion,-16.6067399617,145.973279498
1717,Onychoprion,-16.6067498448,145.97331226
1718,Onychoprion,-16.6067509362,145.973307732
1719,Onychoprion,-16.6067510271,145.973301821
1720,Onychoprion,-16.6067543316,145.973304871
1721,Onychoprion,-16.6067556352,145.973307984
1722,Onychoprion,-16.6067533918,145.973311474
1723,Onychoprion,-16.6067562719,145.973313392
1724,Onychoprion,-16.6067593035,145.973311977
1725,Onychoprion,-16.6067592125,145.973308078
1726,Onychoprion,-16.6067575755,145.973305343
1727,Onychoprion,-16.6067615166,145.973315184
1728,Onychoprion,-16.606763093,145.973309965
1729,Onychoprion,-16.6067613044,145.97330462
1730,Onychoprion,-16.6067578786,145.973300973
1731,Onychoprion,-16.6067548167,145.973299338
1732,Onychoprion,-16.6067558474,145.973294464
1733,Onychoprion,-16.6067556958,145.973290817
1734,Onychoprion,-16.606757818,145.973290817
1735,Onychoprion,-16.6067617288,145.973290282
1736,Onychoprion,-16.6067635478,145.97328717
1737,Onychoprion,-16.6067640935,145.973292169
1738,Onychoprion,-16.606760213,145.973294087
1739,Onychoprion,-16.6067597279,145.973297262
1740,Onychoprion,-16.606764427,145.973299463
1741,Onychoprion,-16.6067653668,145.973304494
1742,Onychoprion,-16.6067675192,145.973307607
1743,Onychoprion,-16.6067664885,145.97331553
1744,Onychoprion,-16.6067691563,145.9733127
1745,Onychoprion,-16.6067695807,145.973311788
1746,Onychoprion,-16.6067708843,145.973307795
1747,Onychoprion,-16.6067700052,145.97330484
1748,Onychoprion,-16.6067741585,145.973305217
1749,Onychoprion,-16.6067748558,145.973301759
1750,Onychoprion,-16.6067742798,145.97329874
1751,Onychoprion,-16.6067686106,145.973298646
1752,Onychoprion,-16.606767883,145.973299621
1753,Onychoprion,-16.6067659428,145.973295439
1754,Onychoprion,-16.6067677314,145.973289528
1755,Onychoprion,-16.6067657912,145.97328783
1756,Onychoprion,-16.6067688835,145.973285692
1757,Onychoprion,-16.6067689138,145.973282642
1758,Onychoprion,-16.6067655487,145.973282925
1759,Onychoprion,-16.6067659731,145.973279152
1760,Onychoprion,-16.6067678527,145.973279121
1761,Onychoprion,-16.6067710056,145.973279875
1762,Onychoprion,-16.6067728246,145.973283743
1763,Onychoprion,-16.6067718242,145.973287296
1764,Onychoprion,-16.6067749164,145.973286101
1765,Onychoprion,-16.6067742191,145.973292578
1766,Onychoprion,-16.6067723395,145.973295879
1767,Onychoprion,-16.6067702477,145.973296759
1768,Onychoprion,-16.6067657609,145.973275222
1769,Onychoprion,-16.606767398,145.973269971
1770,Onychoprion,-16.6067690047,145.973265632
1771,Onychoprion,-16.6067698233,145.973262551
1772,Onychoprion,-16.6067714604,145.973261797
1773,Onychoprion,-16.606773249,145.973264721
1774,Onychoprion,-16.6067715816,145.973267708
1775,Onychoprion,-16.6067722183,145.973277203
1776,Onychoprion,-16.6067754015,145.973277077
1777,Onychoprion,-16.6067707024,145.973270915
1778,Onychoprion,-16.6067818286,145.973266953
1779,Onychoprion,-16.6067815254,145.973271512
1780,Onychoprion,-16.6067799489,145.973275662
1781,Onychoprion,-16.6067784028,145.97328041
1782,Onychoprion,-16.60677622,145.973281982
1783,Onychoprion,-16.6067783119,145.973284246
1784,Onychoprion,-16.6067760684,145.973289308
1785,Onychoprion,-16.6067789485,145.973288899
1786,Onychoprion,-16.6067794639,145.973291414
1787,Onychoprion,-16.6067785241,145.973295376
1788,Onychoprion,-16.6067799793,145.973299338
1789,Onychoprion,-16.6067756137,145.973305972
1790,Onychoprion,-16.6067803127,145.973305217
1791,Onychoprion,-16.6067827684,145.973301853
1792,Onychoprion,-16.6067849208,145.973299589
1793,Onychoprion,-16.6067830412,145.973294653
1794,Onychoprion,-16.6067826471,145.973288082
1795,Onychoprion,-16.6067821014,145.97328434
1796,Onychoprion,-16.6067842842,145.97328302
1797,Onychoprion,-16.6067838901,145.973279907
1798,Onychoprion,-16.6067861941,145.973280756
1799,Onychoprion,-16.6067867095,145.973285786
1800,Onychoprion,-16.6067868004,145.97329
1801,Onychoprion,-16.6067878918,145.973290565
1802,Onychoprion,-16.6067888619,145.97328739
1803,Onychoprion,-16.6067847692,145.973275096
1804,Onychoprion,-16.6067850421,145.973272864
1805,Onychoprion,-16.606785709,145.973267393
1806,Onychoprion,-16.6067878009,145.973271198
1807,Onychoprion,-16.6067890438,145.973267802
1808,Onychoprion,-16.606788771,145.973263274
1809,Onychoprion,-16.6067811616,145.973263557
1810,Onychoprion,-16.606779858,145.973261954
1811,Onychoprion,-16.6067824046,145.973258841
1812,Onychoprion,-16.6067835566,145.973262142
1813,Onychoprion,-16.6067856181,145.973260225
1814,Onychoprion,-16.6067877099,145.973257583
1815,Onychoprion,-16.6067839507,145.973255477
1816,Onychoprion,-16.6067810403,145.973253779
1817,Onychoprion,-16.6067775236,145.973253528
1818,Onychoprion,-16.6067798277,145.973251012
1819,Onychoprion,-16.6067843751,145.973251955
1820,Onychoprion,-16.606787528,145.973252553
1821,Onychoprion,-16.606789347,145.973254691
1822,Onychoprion,-16.6067858606,145.973249314
1823,Onychoprion,-16.6067831928,145.97324617
1824,Onychoprion,-16.6067799489,145.973247554
1825,Onychoprion,-16.6067809494,145.973242806
1826,Onychoprion,-16.6067844054,145.973241423
1827,Onychoprion,-16.6067874977,145.973241957
1828,Onychoprion,-16.6067881344,145.973245824
1829,Onychoprion,-16.6067776146,145.97324463
1830,Onychoprion,-16.6067740676,145.973241611
1831,Onychoprion,-16.6067645785,145.973241863
1832,Onychoprion,-16.606766731,145.973243403
1833,Onychoprion,-16.6067680043,145.973246988
1834,Onychoprion,-16.6067648211,145.973247208
1835,Onychoprion,-16.6067628202,145.973254219
1836,Onychoprion,-16.6067629415,145.973257552
1837,Onychoprion,-16.606758485,145.973257395
1838,Onychoprion,-16.6067553321,145.973254376
1839,Onychoprion,-16.6067533312,145.973250478
1840,Onychoprion,-16.6067565144,145.973247271
1841,Onychoprion,-16.606755423,145.973250572
1842,Onychoprion,-16.606760213,145.973249251
1843,Onychoprion,-16.6067622442,145.973244378
1844,Onychoprion,-16.6067574542,145.973242586
1845,Onychoprion,-16.6067599401,145.973240825
1846,Onychoprion,-16.6067539072,145.973241768
1847,Onychoprion,-16.6067532705,145.973244975
1848,Onychoprion,-16.6067794032,145.973236832
1849,Onychoprion,-16.606769702,145.973236486
1850,Onychoprion,-16.6067663975,145.97323743
1851,Onychoprion,-16.6067657002,145.973233751
1852,Onychoprion,-16.606770854,145.973233216
1853,Onychoprion,-16.6067738553,145.973234411
1854,Onychoprion,-16.6067793123,145.973232556
1855,Onychoprion,-16.6067823742,145.973234254
1856,Onychoprion,-16.6067835566,145.973236706
1857,Onychoprion,-16.6067854362,145.973234977
1858,Onychoprion,-16.6067850421,145.973230984
1859,Onychoprion,-16.6067880434,145.973232399
1860,Onychoprion,-16.6067877402,145.97323416
1861,Onychoprion,-16.6067873158,145.973238467
1862,Onychoprion,-16.6067912266,145.973240982
1863,Onychoprion,-16.6067923483,145.973237461
1864,Onychoprion,-16.6067916207,145.973234788
1865,Onychoprion,-16.6067926818,145.973231016
1866,Onychoprion,-16.6067945917,145.973233782
1867,Onychoprion,-16.6067958044,145.97323831
1868,Onychoprion,-16.6067977446,145.973235575
1869,Onychoprion,-16.6067943795,145.973243403
1870,Onychoprion,-16.6067913479,145.973247145
