"LAYER","NAME","LAT","LON"
"Brown Noddy (B)","B4554",-16.60682751,145.9730874
"Brown Noddy (B)","B4555",-16.6068296,145.9730964
"Brown Noddy (B)","B4556",-16.60683587,145.9730956
"Brown Noddy (B)","B4557",-16.60683967,145.9731153
"Brown Noddy (B)","B4558",-16.60683512,145.9731127
"Brown Noddy (B)","B4559",-16.60683111,145.9731175
"Brown Noddy (B)","B4560",-16.60683926,145.9731191
"Brown Noddy (B)","B4561",-16.60684044,145.973104
"Brown Noddy (B)","B4562",-16.60683659,145.9731084
"Brown Noddy (B)","B4563",-16.60683197,145.9731036
"Brown Noddy (B)","B4564",-16.60682631,145.9731089
"Brown Noddy (B)","B4565",-16.60681057,145.9731126
"Brown Noddy (B)","B4566",-16.60681065,145.9731109
"Brown Noddy (B)","B4567",-16.60682359,145.9731157
"Brown Noddy (B)","B4568",-16.60684671,145.9730477
"Brown Noddy (B)","B4569",-16.60685722,145.973047
"Brown Noddy (B)","B4570",-16.60685835,145.9730474
"Brown Noddy (B)","B4571",-16.60685304,145.9730512
"Brown Noddy (B)","B4572",-16.60685927,145.973056
"Brown Noddy (B)","B4573",-16.60685471,145.9730596
"Brown Noddy (B)","B4574",-16.60685379,145.9730605
"Brown Noddy (B)","B4575",-16.60685714,145.9730631
"Brown Noddy (B)","B4576",-16.6068527,145.9730637
"Brown Noddy (B)","B4577",-16.60685107,145.9730669
"Brown Noddy (B)","B4578",-16.60685773,145.9730679
"Brown Noddy (B)","B4579",-16.60685447,145.9730702
"Brown Noddy (B)","B4580",-16.60685503,145.9730744
"Brown Noddy (B)","B4581",-16.60685897,145.9730728
"Brown Noddy (B)","B4582",-16.60686405,145.9730708
"Brown Noddy (B)","B4583",-16.6068627,145.973078
"Brown Noddy (B)","B4584",-16.60688044,145.9730628
"Brown Noddy (B)","B4585",-16.60689427,145.973081
"Brown Noddy (B)","B4586",-16.60688974,145.9730809
"Brown Noddy (B)","B4587",-16.60689808,145.9730805
"Brown Noddy (B)","B4588",-16.6069018,145.9730821
"Brown Noddy (B)","B4589",-16.60690175,145.9730832
"Brown Noddy (B)","B4590",-16.60690666,145.9730641
"Brown Noddy (B)","B4591",-16.60690732,145.9730689
"Brown Noddy (B)","B4592",-16.60691123,145.9730779
"Brown Noddy (B)","B4593",-16.60691389,145.9730798
"Brown Noddy (B)","B4594",-16.60691534,145.9730822
"Brown Noddy (B)","B4595",-16.60691873,145.9730803
"Brown Noddy (B)","B4596",-16.60692251,145.9730763
"Brown Noddy (B)","B4597",-16.60692152,145.9730806
"Brown Noddy (B)","B4598",-16.60691879,145.9730832
"Brown Noddy (B)","B4599",-16.60692777,145.9730776
"Brown Noddy (B)","B4600",-16.60684383,145.9730651
"Brown Noddy (B)","B4601",-16.60684873,145.9730821
"Brown Noddy (B)","B4602",-16.60684873,145.9730938
"Brown Noddy (B)","B4603",-16.60684795,145.9730981
"Brown Noddy (B)","B4604",-16.60684713,145.9731011
"Brown Noddy (B)","B4605",-16.60685013,145.9731015
"Brown Noddy (B)","B4606",-16.60684953,145.973106
"Brown Noddy (B)","B4607",-16.60684635,145.9731075
"Brown Noddy (B)","B4608",-16.6068494,145.9731091
"Brown Noddy (B)","B4609",-16.60685197,145.973106
"Brown Noddy (B)","B4610",-16.60685259,145.9731041
"Brown Noddy (B)","B4611",-16.60685417,145.9731094
"Brown Noddy (B)","B4612",-16.60685485,145.9731118
"Brown Noddy (B)","B4613",-16.60685403,145.9731159
"Brown Noddy (B)","B4614",-16.60686032,145.973112
"Brown Noddy (B)","B4615",-16.60684921,145.9731132
"Brown Noddy (B)","B4616",-16.60684546,145.9731157
"Brown Noddy (B)","B4617",-16.60684485,145.9731121
"Brown Noddy (B)","B4618",-16.60684275,145.9731126
"Brown Noddy (B)","B4619",-16.60685842,145.9731131
"Brown Noddy (B)","B4620",-16.60685052,145.9730902
"Brown Noddy (B)","B4621",-16.60685249,145.9730847
"Brown Noddy (B)","B4622",-16.6068546,145.9730849
"Brown Noddy (B)","B4623",-16.60685497,145.9730898
"Brown Noddy (B)","B4624",-16.60685893,145.9730918
"Brown Noddy (B)","B4625",-16.60685955,145.9730881
"Brown Noddy (B)","B4626",-16.60685603,145.9730867
"Brown Noddy (B)","B4627",-16.60685689,145.9730864
"Brown Noddy (B)","B4628",-16.60685454,145.9730888
"Brown Noddy (B)","B4629",-16.60686354,145.9730866
"Brown Noddy (B)","B4630",-16.60686446,145.9730916
"Brown Noddy (B)","B4631",-16.60687338,145.9730893
"Brown Noddy (B)","B4632",-16.6068746,145.9730954
"Brown Noddy (B)","B4633",-16.60688225,145.9731022
"Brown Noddy (B)","B4634",-16.60688166,145.9730968
"Brown Noddy (B)","B4635",-16.60688233,145.973095
"Brown Noddy (B)","B4636",-16.60688584,145.9730988
"Brown Noddy (B)","B4637",-16.60688475,145.9730893
"Brown Noddy (B)","B4638",-16.60688659,145.9730875
"Brown Noddy (B)","B4639",-16.60688998,145.9730857
"Brown Noddy (B)","B4640",-16.60688921,145.9730895
"Brown Noddy (B)","B4641",-16.60689591,145.9730907
"Brown Noddy (B)","B4642",-16.60689719,145.9730857
"Brown Noddy (B)","B4643",-16.60689406,145.9730879
"Brown Noddy (B)","B4644",-16.60690744,145.9730851
"Brown Noddy (B)","B4645",-16.60690876,145.9730907
"Brown Noddy (B)","B4646",-16.60691195,145.9730888
"Brown Noddy (B)","B4647",-16.60602956,145.9750334
"Brown Noddy (B)","B4648",-16.60601195,145.9750163
"Brown Noddy (B)","B4649",-16.60601532,145.9750174
"Brown Noddy (B)","B4650",-16.60601597,145.975015
"Brown Noddy (B)","B4651",-16.60601833,145.975017
"Brown Noddy (B)","B4652",-16.60602315,145.9750139
"Brown Noddy (B)","B4653",-16.6060254,145.9750179
"Brown Noddy (B)","B4654",-16.6060146,145.9750242
"Brown Noddy (B)","B4655",-16.60601108,145.9750262
"Brown Noddy (B)","B4656",-16.60600901,145.9750327
"Brown Noddy (B)","B4657",-16.60601173,145.9750313
"Brown Noddy (B)","B4658",-16.60601659,145.9750298
"Brown Noddy (B)","B4659",-16.60601913,145.9750309
"Brown Noddy (B)","B4660",-16.60602014,145.9750288
"Brown Noddy (B)","B4661",-16.60601905,145.9750264
"Brown Noddy (B)","B4662",-16.60601684,145.9750263
"Brown Noddy (B)","B4663",-16.60601938,145.9750329
"Brown Noddy (B)","B4664",-16.60601724,145.9750346
"Brown Noddy (B)","B4665",-16.60601539,145.9750365
"Brown Noddy (B)","B4666",-16.60601822,145.9750372
"Brown Noddy (B)","B4667",-16.60601724,145.9750394
"Brown Noddy (B)","B4668",-16.6060171,145.9750417
"Brown Noddy (B)","B4669",-16.60601554,145.9750421
"Brown Noddy (B)","B4670",-16.60601528,145.9750454
"Brown Noddy (B)","B4671",-16.60601974,145.9750399
"Brown Noddy (B)","B4672",-16.60602061,145.9750455
"Brown Noddy (B)","B4673",-16.60602333,145.9750445
"Brown Noddy (B)","B4674",-16.60602366,145.9750484
"Brown Noddy (B)","B4675",-16.60602,145.9750479
"Brown Noddy (B)","B4676",-16.60602025,145.9750507
"Brown Noddy (B)","B4677",-16.60601971,145.9750555
"Brown Noddy (B)","B4678",-16.60602605,145.9750639
"Brown Noddy (B)","B4679",-16.60603898,145.9750239
"Brown Noddy (B)","B4680",-16.6060373,145.9749728
"Brown Noddy (B)","B4681",-16.60603615,145.9749734
"Brown Noddy (B)","B4682",-16.60603445,145.9749715
"Brown Noddy (B)","B4683",-16.60603399,145.9749739
"Brown Noddy (B)","B4684",-16.60603629,145.9749753
"Brown Noddy (B)","B4685",-16.60603933,145.9749777
"Brown Noddy (B)","B4686",-16.60603647,145.974979
"Brown Noddy (B)","B4687",-16.60603417,145.9749763
"Brown Noddy (B)","B4688",-16.60603187,145.974973
"Brown Noddy (B)","B4689",-16.60602814,145.9749728
"Brown Noddy (B)","B4690",-16.60602726,145.9749743
"Brown Noddy (B)","B4691",-16.60603021,145.9749753
"Brown Noddy (B)","B4692",-16.60602897,145.9749777
"Brown Noddy (B)","B4693",-16.60603214,145.9749777
"Brown Noddy (B)","B4694",-16.60603224,145.9749798
"Brown Noddy (B)","B4695",-16.60603468,145.9749787
"Brown Noddy (B)","B4696",-16.60603551,145.9749823
"Brown Noddy (B)","B4697",-16.60602579,145.9749736
"Brown Noddy (B)","B4698",-16.60602404,145.9749737
"Brown Noddy (B)","B4699",-16.60602261,145.9749708
"Brown Noddy (B)","B4700",-16.60602238,145.9749757
"Brown Noddy (B)","B4701",-16.6060204,145.9749776
"Brown Noddy (B)","B4702",-16.60602348,145.9749797
"Brown Noddy (B)","B4703",-16.60602482,145.9749787
"Brown Noddy (B)","B4704",-16.60602514,145.9749763
"Brown Noddy (B)","B4705",-16.6060262,145.9749787
"Brown Noddy (B)","B4706",-16.60602698,145.9749766
"Brown Noddy (B)","B4707",-16.60602892,145.97498
"Brown Noddy (B)","B4708",-16.60602731,145.9749806
"Brown Noddy (B)","B4709",-16.60602666,145.9749827
"Brown Noddy (B)","B4710",-16.60602938,145.9749831
"Brown Noddy (B)","B4711",-16.60603095,145.9749814
"Brown Noddy (B)","B4712",-16.60603228,145.9749835
"Brown Noddy (B)","B4713",-16.60603095,145.9749854
"Brown Noddy (B)","B4714",-16.60602874,145.9749944
"Brown Noddy (B)","B4715",-16.60602694,145.9749957
"Brown Noddy (B)","B4716",-16.60602814,145.9749993
"Brown Noddy (B)","B4717",-16.60602496,145.9750006
"Brown Noddy (B)","B4718",-16.60602528,145.9750047
"Brown Noddy (B)","B4719",-16.60602242,145.9750045
"Brown Noddy (B)","B4720",-16.60602077,145.975006
"Brown Noddy (B)","B4721",-16.60602178,145.9750075
"Brown Noddy (B)","B4722",-16.60602021,145.9750091
"Brown Noddy (B)","B4723",-16.60601925,145.9750109
"Brown Noddy (B)","B4724",-16.6060186,145.9750133
"Brown Noddy (B)","B4725",-16.60602344,145.9750123
"Brown Noddy (B)","B4726",-16.60602404,145.9750097
"Brown Noddy (B)","B4727",-16.6060128,145.9750141
"Brown Noddy (B)","B4728",-16.60603467,145.9749847
"Brown Noddy (B)","B4729",-16.60603582,145.9749844
"Brown Noddy (B)","B4730",-16.60602891,145.9749879
"Brown Noddy (B)","B4731",-16.60618432,145.9750141
"Brown Noddy (B)","B4732",-16.60633582,145.9744171
"Brown Noddy (B)","B4733",-16.60631877,145.9744546
"Brown Noddy (B)","B4734",-16.60631914,145.9743324
"Brown Noddy (B)","B4735",-16.60631646,145.9743396
"Brown Noddy (B)","B4736",-16.60630775,145.9743656
"Brown Noddy (B)","B4737",-16.60630463,145.9743734
"Brown Noddy (B)","B4738",-16.60630195,145.9743814
"Brown Noddy (B)","B4739",-16.60619004,145.9752895
"Brown Noddy (B)","B4740",-16.6061532,145.9752439
"Brown Noddy (B)","B4741",-16.6063015,145.9754262
"Brown Noddy (B)","B4742",-16.60629862,145.975428
"Brown Noddy (B)","B4743",-16.60630244,145.9754289
"Brown Noddy (B)","B4744",-16.60630393,145.9754303
"Brown Noddy (B)","B4745",-16.60630435,145.9754331
"Brown Noddy (B)","B4746",-16.6063033,145.9754349
"Brown Noddy (B)","B4747",-16.60630413,145.9754368
"Brown Noddy (B)","B4748",-16.60629674,145.975434
"Brown Noddy (B)","B4749",-16.60621411,145.975159
"Brown Noddy (B)","B4750",-16.6062177,145.9751606
"Brown Noddy (B)","B4751",-16.60621871,145.9751608
"Brown Noddy (B)","B4752",-16.60621952,145.9751674
"Brown Noddy (B)","B4753",-16.60622102,145.9751723
"Brown Noddy (B)","B4754",-16.60621073,145.9751432
"Brown Noddy (B)","B4755",-16.60629461,145.9751225
"Brown Noddy (B)","B4756",-16.6062952,145.9751233
"Brown Noddy (B)","B4757",-16.60633176,145.9751562
"Brown Noddy (B)","B4758",-16.6063709,145.9750938
"Brown Noddy (B)","B4759",-16.6063529,145.9750643
"Brown Noddy (B)","B4760",-16.60638734,145.9750016
"Brown Noddy (B)","B4761",-16.60640302,145.9749806
"Brown Noddy (B)","B4762",-16.6064089,145.9749951
"Brown Noddy (B)","B4764",-16.60639021,145.9748724
"Brown Noddy (B)","B4765",-16.60639498,145.9748513
"Brown Noddy (B)","B4765",-16.60620064,145.9751014
"Brown Noddy (B)","B4766",-16.60638134,145.9752666
"Brown Noddy (B)","B4767",-16.60638105,145.9752686
"Brown Noddy (B)","B4768",-16.60638302,145.9752683
"Brown Noddy (B)","B4769",-16.60642902,145.9748712
"Brown Noddy (B)","B4770",-16.60643643,145.9748724
"Brown Noddy (B)","B4771",-16.60643923,145.9748115
"Brown Noddy (B)","B4772",-16.60643618,145.974798
"Brown Noddy (B)","B4773",-16.60641455,145.9748248
"Brown Noddy (B)","B4774",-16.60642451,145.9748225
"Brown Noddy (B)","B4775",-16.60647345,145.9747652
"Brown Noddy (B)","B4776",-16.60648913,145.9747651
"Brown Noddy (B)","B4777",-16.60648837,145.9747664
"Brown Noddy (B)","B4778",-16.60649604,145.9747788
"Brown Noddy (B)","B4779",-16.60649772,145.9747767
"Brown Noddy (B)","B4780",-16.6065429,145.9746663
"Brown Noddy (B)","B4781",-16.60639347,145.9747608
"Brown Noddy (B)","B4782",-16.60646012,145.9747327
"Brown Noddy (B)","B4783",-16.60647305,145.9747209
"Brown Noddy (B)","B4784",-16.60640987,145.9748794
"Brown Noddy (B)","B4785",-16.60640565,145.974867
"Brown Noddy (B)","B4786",-16.60640702,145.9748663
"Brown Noddy (B)","B4787",-16.60651683,145.9744846
"Brown Noddy (B)","B4788",-16.60658815,145.974511
"Brown Noddy (B)","B4789",-16.60649177,145.9744773
"Brown Noddy (B)","B4790",-16.60649798,145.9744517
"Brown Noddy (B)","B4791",-16.60657168,145.9743819
"Brown Noddy (B)","B4792",-16.60659524,145.9744133
"Brown Noddy (B)","B4793",-16.60660312,145.9743768
"Brown Noddy (B)","B4794",-16.60662272,145.9743565
"Brown Noddy (B)","B4795",-16.6064436,145.9742137
"Brown Noddy (B)","B4796",-16.60643499,145.9741826
"Brown Noddy (B)","B4797",-16.60644156,145.9739175
"Brown Noddy (B)","B4798",-16.60651771,145.9740812
"Brown Noddy (B)","B4799",-16.60656876,145.9742852
"Brown Noddy (B)","B4800",-16.60657509,145.974285
"Brown Noddy (B)","B4801",-16.60657684,145.9742873
"Brown Noddy (B)","B4802",-16.60658083,145.9742887
"Brown Noddy (B)","B4803",-16.60657066,145.9743027
"Brown Noddy (B)","B4804",-16.60661338,145.974292
"Brown Noddy (B)","B4805",-16.6063901,145.9746478
"Brown Noddy (B)","B4806",-16.60678294,145.9741746
"Brown Noddy (B)","B4819",-16.60671064,145.9739306
"Brown Noddy (B)","B4820",-16.60671104,145.9739354
"Brown Noddy (B)","B4821",-16.60671241,145.9739353
"Brown Noddy (B)","B4822",-16.60670973,145.9739421
"Brown Noddy (B)","B4823",-16.60671446,145.97395
"Brown Noddy (B)","B4824",-16.60671947,145.9739746
"Brown Noddy (B)","B4825",-16.60673164,145.9739966
"Brown Noddy (B)","B4826",-16.60671849,145.9740197
"Brown Noddy (B)","B4827",-16.60674938,145.9740359
"Brown Noddy (B)","B4828",-16.60674873,145.9740358
"Brown Noddy (B)","B4829",-16.60675103,145.9740339
"Brown Noddy (B)","B4830",-16.60670396,145.9740514
"Brown Noddy (B)","B4831",-16.60670408,145.9740532
"Brown Noddy (B)","B4832",-16.60669682,145.9740882
"Brown Noddy (B)","B4833",-16.60669608,145.9740863
"Brown Noddy (B)","B4834",-16.60671608,145.9740555
"Brown Noddy (B)","B4835",-16.60671409,145.9740619
"Brown Noddy (B)","B4836",-16.60671763,145.9740622
"Brown Noddy (B)","B4837",-16.60671789,145.9740652
"Brown Noddy (B)","B4838",-16.60672145,145.9740663
"Brown Noddy (B)","B4839",-16.606724,145.9740623
"Brown Noddy (B)","B4840",-16.60672669,145.9740644
"Brown Noddy (B)","B4841",-16.60672658,145.9740604
"Brown Noddy (B)","B4842",-16.60672783,145.9740595
"Brown Noddy (B)","B4845",-16.60673438,145.9740531
"Brown Noddy (B)","B4846",-16.60671777,145.9740811
"Brown Noddy (B)","B4847",-16.60671634,145.9740801
"Brown Noddy (B)","B4848",-16.6066931,145.9739837
"Brown Noddy (B)","B4847",-16.60660945,145.9734236
"Brown Noddy (B)","B4848",-16.6066647,145.9733633
"Brown Noddy (B)","B4849",-16.606666,145.9733631
"Brown Noddy (B)","B4850",-16.60668673,145.9733581
"Brown Noddy (B)","B4851",-16.6066523,145.9734854
"Brown Noddy (B)","B4852",-16.60669587,145.9735584
"Brown Noddy (B)","B4853",-16.6067262,145.9734959
"Brown Noddy (B)","B4854",-16.60671911,145.973499
"Brown Noddy (B)","B4855",-16.60672967,145.9734897
"Brown Noddy (B)","B4856",-16.60674639,145.973519
"Brown Noddy (B)","B4857",-16.60681424,145.9736321
"Brown Noddy (B)","B4858",-16.60681775,145.9736337
"Brown Noddy (B)","B4859",-16.60685072,145.9736186
"Brown Noddy (B)","B4860",-16.60684916,145.9735631
"Brown Noddy (B)","B4861",-16.60678077,145.973642
"Brown Noddy (B)","B4862",-16.6067801,145.9736448
"Brown Noddy (B)","B4863",-16.60677849,145.9736459
"Brown Noddy (B)","B4864",-16.60678291,145.9736469
"Brown Noddy (B)","B4865",-16.60674433,145.9736127
"Brown Noddy (B)","B4866",-16.60691687,145.9736957
"Brown Noddy (B)","B4867",-16.60691608,145.9737007
"Brown Noddy (B)","B4868",-16.60690012,145.9737541
"Brown Noddy (B)","B4868",-16.60695866,145.973454
"Brown Noddy (B)","B4869",-16.60705349,145.9729676
"Brown Noddy (B)","B4870",-16.60687108,145.9727942
"Brown Noddy (B)","B4871",-16.60687615,145.9728016
"Brown Noddy (B)","B4872",-16.60685375,145.9727896
"Brown Noddy (B)","B4873",-16.60680425,145.9732371
"Brown Noddy (B)","B4874",-16.60679206,145.9733031
"Brown Noddy (B)","B4875",-16.60679887,145.9733058
"Brown Noddy (B)","B4876",-16.60697817,145.9730454
"Brown Noddy (B)","B4877",-16.60696425,145.972938
"Brown Noddy (B)","B4878",-16.60692122,145.9733012
"Brown Noddy (B)","B4879",-16.60692644,145.973297
"Brown Noddy (B)","B4880",-16.60692539,145.9732936
"Brown Noddy (B)","B4881",-16.60692573,145.973298
"Brown Noddy (B)","B4882",-16.60692293,145.9732956
"Brown Noddy (B)","B4883",-16.60692023,145.9732969
"Brown Noddy (B)","B4884",-16.60694986,145.9733266
"Brown Noddy (B)","B4885",-16.60659559,145.9738648
"Brown Noddy (B)","B4886",-16.60659652,145.9738714
"Brown Noddy (B)","B4887",-16.60660192,145.973869
"Brown Noddy (B)","B4888",-16.60660583,145.9738635
"Brown Noddy (B)","B4889",-16.60660293,145.9738655
"Brown Noddy (B)","B4890",-16.60660551,145.9738687
"Brown Noddy (B)","B4891",-16.60660233,145.9738731
"Brown Noddy (B)","B4892",-16.60660643,145.9738732
"Brown Noddy (B)","B4893",-16.60660169,145.9738784
"Brown Noddy (B)","B4894",-16.60660886,145.9738693
"Brown Noddy (B)","B4895",-16.6066104,145.9738724
"Brown Noddy (B)","B4896",-16.60660987,145.9738766
"Brown Noddy (B)","B4897",-16.60660901,145.9738798
"Brown Noddy (B)","B4898",-16.60660938,145.9738845
"Brown Noddy (B)","B4899",-16.60660588,145.9738918
"Brown Noddy (B)","B4900",-16.6066051,145.9738874
"Brown Noddy (B)","B4901",-16.60659996,145.9738893
"Brown Noddy (B)","B4902",-16.60660184,145.9738843
"Brown Noddy (B)","B4903",-16.60660296,145.9738941
"Brown Noddy (B)","B4904",-16.60659649,145.9738869
"Brown Noddy (B)","B4905",-16.60659267,145.9738822
"Brown Noddy (B)","B4906",-16.60659744,145.9738804
"Brown Noddy (B)","B4907",-16.60659671,145.9738742
"Brown Noddy (B)","B4908",-16.60659544,145.973877
"Brown Noddy (B)","B4909",-16.60659714,145.9738834
"Brown Noddy (B)","B4910",-16.60660658,145.9738838
"Brown Noddy (B)","B4911",-16.60660531,145.9738793
"Brown Noddy (B)","B4912",-16.606609,145.9738886
"Brown Noddy (B)","B4913",-16.60662233,145.9738964
"Brown Noddy (B)","B4914",-16.60662532,145.9738934
"Brown Noddy (B)","B4915",-16.6066162,145.9738914
"Brown Noddy (B)","B4916",-16.60661576,145.9738884
"Brown Noddy (B)","B4917",-16.60661751,145.9738946
"Brown Noddy (B)","B4918",-16.60661318,145.973887
"Brown Noddy (B)","B4919",-16.60662156,145.9738999
"Brown Noddy (B)","B4920",-16.60662307,145.9739025
"Brown Noddy (B)","B4921",-16.60662419,145.9739058
"Brown Noddy (B)","B4922",-16.60662186,145.9739088
"Brown Noddy (B)","B4923",-16.60662657,145.9739082
"Brown Noddy (B)","B4924",-16.6066246,145.9739109
"Brown Noddy (B)","B4925",-16.60662888,145.9739119
"Brown Noddy (B)","B4926",-16.60662466,145.9739155
"Brown Noddy (B)","B4927",-16.60662662,145.9739191
"Brown Noddy (B)","B4928",-16.60662829,145.9739169
"Brown Noddy (B)","B4929",-16.60663058,145.9739185
"Brown Noddy (B)","B4930",-16.60663289,145.9739159
"Brown Noddy (B)","B4931",-16.60663205,145.9739114
"Brown Noddy (B)","B4932",-16.60662952,145.9739049
"Brown Noddy (B)","B4933",-16.60663252,145.9739041
"Brown Noddy (B)","B4934",-16.60663154,145.9739003
"Brown Noddy (B)","B4935",-16.60663553,145.9739027
"Brown Noddy (B)","B4936",-16.60663792,145.9739039
"Brown Noddy (B)","B4937",-16.6066393,145.9739068
"Brown Noddy (B)","B4938",-16.60663924,145.9739079
"Brown Noddy (B)","B4939",-16.60664209,145.9739083
"Brown Noddy (B)","B4940",-16.60664135,145.9739097
"Brown Noddy (B)","B4941",-16.60664057,145.9739114
"Brown Noddy (B)","B4942",-16.60663581,145.9739091
"Brown Noddy (B)","B4943",-16.60663795,145.9739135
"Brown Noddy (B)","B4944",-16.60663582,145.9739165
"Brown Noddy (B)","B4945",-16.60662066,145.9739216
"Brown Noddy (B)","B4946",-16.60664641,145.9738949
"Brown Noddy (B)","B4947",-16.60664546,145.9739037
"Brown Noddy (B)","B4948",-16.60665577,145.9739146
"Brown Noddy (B)","B4949",-16.6066491,145.97392
"Brown Noddy (B)","B4950",-16.60664999,145.9739284
"Brown Noddy (B)","B4951",-16.60665552,145.9739343
"Brown Noddy (B)","B4952",-16.60665988,145.973933
"Brown Noddy (B)","B4953",-16.60666277,145.9739327
"Brown Noddy (B)","B4954",-16.60665961,145.9739275
"Brown Noddy (B)","B4955",-16.60666166,145.9739237
"Brown Noddy (B)","B4956",-16.60666009,145.9739204
"Brown Noddy (B)","B4957",-16.60665872,145.9739238
"Brown Noddy (B)","B4958",-16.60665636,145.9739253
"Brown Noddy (B)","B4959",-16.60665115,145.9739355
"Brown Noddy (B)","B4960",-16.60665413,145.9739367
"Brown Noddy (B)","B4961",-16.60665083,145.9739236
"Brown Noddy (B)","B4962",-16.60664002,145.9739467
"Brown Noddy (B)","B4963",-16.60664387,145.9739436
"Brown Noddy (B)","B4964",-16.60665097,145.9739432
"Brown Noddy (B)","B4965",-16.60664202,145.9739547
"Brown Noddy (B)","B4966",-16.60664396,145.9739587
"Brown Noddy (B)","B4967",-16.60666007,145.9739584
"Brown Noddy (B)","B4968",-16.60665802,145.9739618
"Brown Noddy (B)","B4969",-16.60665743,145.9739648
"Brown Noddy (B)","B4970",-16.60665795,145.973964
"Brown Noddy (B)","B4971",-16.6066582,145.9739671
"Brown Noddy (B)","B4972",-16.60665659,145.9739703
"Brown Noddy (B)","B4973",-16.60665841,145.9739708
"Brown Noddy (B)","B4974",-16.60665968,145.9739737
"Brown Noddy (B)","B4975",-16.60665142,145.9739725
"Brown Noddy (B)","B4976",-16.60665329,145.9739667
"Brown Noddy (B)","B4977",-16.60665199,145.9739636
"Brown Noddy (B)","B4978",-16.60665265,145.9739605
"Brown Noddy (B)","B4979",-16.60666637,145.9739717
"Brown Noddy (B)","B4980",-16.60666528,145.9739739
"Brown Noddy (B)","B4981",-16.60666352,145.9739735
"Brown Noddy (B)","B4982",-16.60668872,145.973934
"Brown Noddy (B)","B4983",-16.60668863,145.973932
"Brown Noddy (B)","B4984",-16.60668658,145.9739298
"Brown Noddy (B)","B4985",-16.60668565,145.973926
"Brown Noddy (B)","B4986",-16.60668315,145.9739298
"Brown Noddy (B)","B4987",-16.60667919,145.9739283
"Brown Noddy (B)","B4988",-16.60667616,145.9739304
"Brown Noddy (B)","B4989",-16.60668513,145.9739331
"Brown Noddy (B)","B4990",-16.60668563,145.9739359
"Brown Noddy (B)","B4991",-16.60668544,145.9739387
"Brown Noddy (B)","B4992",-16.60668285,145.9739364
"Brown Noddy (B)","B4993",-16.60668242,145.9739403
"Brown Noddy (B)","B4994",-16.60667957,145.9739381
"Brown Noddy (B)","B4995",-16.606678,145.9739242
"Brown Noddy (B)","B4996",-16.60668271,145.9739332
"Brown Noddy (B)","B4997",-16.6066715,145.9739322
"Brown Noddy (B)","B4998",-16.60667289,145.9739628
"Brown Noddy (B)","B4999",-16.60667082,145.9739601
"Brown Noddy (B)","B5000",-16.60667358,145.9739581
"Brown Noddy (B)","B5001",-16.60667031,145.973956
"Brown Noddy (B)","B5002",-16.60667142,145.9739693
"Brown Noddy (B)","B5003",-16.60664202,145.9739337
"Brown Noddy (B)","B5004",-16.60665494,145.9739495
"Brown Noddy (B)","B5005",-16.60665151,145.9739528
"Brown Noddy (B)","B5006",-16.60664848,145.9739536
"Brown Noddy (B)","B5007",-16.60665374,145.9739428
"Brown Noddy (B)","B5008",-16.60709835,145.9731486
"Brown Noddy (B)","B5009",-16.60705172,145.9731698
"Brown Noddy (B)","B5010",-16.60705629,145.973163
"Brown Noddy (B)","B5011",-16.60705884,145.9731662
"Brown Noddy (B)","B5012",-16.60705947,145.9731634
"Brown Noddy (B)","B5013",-16.60705271,145.97316
"Brown Noddy (B)","B5014",-16.60705505,145.9731574
"Brown Noddy (B)","B5015",-16.60705213,145.9731542
"Brown Noddy (B)","B5016",-16.60705355,145.973152
"Brown Noddy (B)","B5017",-16.6070549,145.9731552
"Brown Noddy (B)","B5018",-16.60705632,145.9731529
"Brown Noddy (B)","B5019",-16.60705704,145.9731566
"Brown Noddy (B)","B5020",-16.60705832,145.9731577
"Brown Noddy (B)","B5021",-16.60705829,145.9731547
"Brown Noddy (B)","B5022",-16.60705968,145.9731537
"Brown Noddy (B)","B5023",-16.60705702,145.9731509
"Brown Noddy (B)","B5024",-16.60705531,145.9731464
"Brown Noddy (B)","B5025",-16.60705317,145.9731438
"Brown Noddy (B)","B5026",-16.6070556,145.9731425
"Brown Noddy (B)","B5027",-16.60705548,145.973138
"Brown Noddy (B)","B5028",-16.60705684,145.9731434
"Brown Noddy (B)","B5029",-16.60705843,145.9731427
"Brown Noddy (B)","B5030",-16.60705942,145.9731446
"Brown Noddy (B)","B5031",-16.60706023,145.9731469
"Brown Noddy (B)","B5032",-16.6070591,145.9731496
"Brown Noddy (B)","B5033",-16.60705687,145.9731477
"Brown Noddy (B)","B5034",-16.60706231,145.9731531
"Brown Noddy (B)","B5035",-16.60706184,145.9731504
"Brown Noddy (B)","B5036",-16.6070637,145.9731499
"Brown Noddy (B)","B5037",-16.60706329,145.9731436
"Brown Noddy (B)","B5038",-16.60706479,145.9731424
"Brown Noddy (B)","B5039",-16.60706092,145.9731422
"Brown Noddy (B)","B5040",-16.60705973,145.9731407
"Brown Noddy (B)","B5041",-16.60705811,145.9731392
"Brown Noddy (B)","B5042",-16.60705956,145.9731362
"Brown Noddy (B)","B5043",-16.60706077,145.9731341
"Brown Noddy (B)","B5044",-16.60706092,145.9731327
"Brown Noddy (B)","B5045",-16.60706158,145.9731355
"Brown Noddy (B)","B5046",-16.60706289,145.9731379
"Brown Noddy (B)","B5047",-16.60706225,145.9731397
