"LAYER","NAME","LAT","LON"
"Brown Noddy (B)","B2444",-16.60642609,145.9749997
"Brown Noddy (B)","B2445",-16.60642547,145.9749972
"Brown Noddy (B)","B2446",-16.60642319,145.9749949
"Brown Noddy (B)","B2447",-16.60641991,145.9749987
"Brown Noddy (B)","B2448",-16.6064153,145.9750084
"Brown Noddy (B)","B2449",-16.60641614,145.9750055
"Brown Noddy (B)","B2450",-16.60641826,145.9750039
"Brown Noddy (B)","B2451",-16.60641303,145.9750014
"Brown Noddy (B)","B2452",-16.6064101,145.975005
"Brown Noddy (B)","B2453",-16.60641421,145.9749975
"Brown Noddy (B)","B2454",-16.60641219,145.9749943
"Brown Noddy (B)","B2455",-16.60641445,145.974993
"Brown Noddy (B)","B2456",-16.60641721,145.9749946
"Brown Noddy (B)","B2457",-16.60641918,145.9749949
"Brown Noddy (B)","B2458",-16.60642007,145.9749922
"Brown Noddy (B)","B2459",-16.60641737,145.9749919
"Brown Noddy (B)","B2460",-16.60641629,145.9749898
"Brown Noddy (B)","B2461",-16.60641728,145.9749879
"Brown Noddy (B)","B2462",-16.6064138,145.9749857
"Brown Noddy (B)","B2463",-16.60641414,145.9749728
"Brown Noddy (B)","B2464",-16.60641391,145.9749763
"Brown Noddy (B)","B2465",-16.60641139,145.9749771
"Brown Noddy (B)","B2466",-16.60641056,145.9749811
"Brown Noddy (B)","B2467",-16.60636327,145.975103
"Brown Noddy (B)","B2468",-16.60624922,145.9752294
"Brown Noddy (B)","B2469",-16.6062395,145.9752191
"Brown Noddy (B)","B2470",-16.60624634,145.9752141
"Brown Noddy (B)","B2471",-16.60624622,145.9752078
"Brown Noddy (B)","B2472",-16.60625018,145.9752102
"Brown Noddy (B)","B2473",-16.60625418,145.9752094
"Brown Noddy (B)","B2474",-16.60624978,145.9752054
"Brown Noddy (B)","B2475",-16.60625226,145.9752058
"Brown Noddy (B)","B2476",-16.60624618,145.9752001
"Brown Noddy (B)","B2477",-16.6062497,145.9751985
"Brown Noddy (B)","B2478",-16.60625638,145.9752032
"Brown Noddy (B)","B2479",-16.60627245,145.97522
"Brown Noddy (B)","B2480",-16.60626987,145.9752066
"Brown Noddy (B)","B2481",-16.60626729,145.9752032
"Brown Noddy (B)","B2482",-16.60626852,145.9752018
"Brown Noddy (B)","B2483",-16.60627192,145.9752009
"Brown Noddy (B)","B2484",-16.60627388,145.9751994
"Brown Noddy (B)","B2485",-16.60627259,145.9751963
"Brown Noddy (B)","B2486",-16.60627085,145.975155
"Brown Noddy (B)","B2487",-16.60625977,145.9751626
"Brown Noddy (B)","B2488",-16.60626503,145.9751702
"Brown Noddy (B)","B2489",-16.60626987,145.9751904
"Brown Noddy (B)","B2490",-16.60624976,145.9751526
"Brown Noddy (B)","B2491",-16.60623906,145.9751587
"Brown Noddy (B)","B2492",-16.60624041,145.9751802
"Brown Noddy (B)","B2493",-16.60623728,145.9751843
"Brown Noddy (B)","B2494",-16.60623901,145.9751884
"Brown Noddy (B)","B2495",-16.60623876,145.9751933
"Brown Noddy (B)","B2496",-16.60624572,145.9751941
"Brown Noddy (B)","B2497",-16.60624858,145.9751887
"Brown Noddy (B)","B2498",-16.60620971,145.9752443
"Brown Noddy (B)","B2499",-16.60620645,145.9752358
"Brown Noddy (B)","B2500",-16.6062088,145.9752268
"Brown Noddy (B)","B2501",-16.60621116,145.9752296
"Brown Noddy (B)","B2502",-16.60621629,145.975229
"Brown Noddy (B)","B2503",-16.60621655,145.9752271
"Brown Noddy (B)","B2504",-16.60622397,145.9752282
"Brown Noddy (B)","B2505",-16.60623493,145.9751963
"Brown Noddy (B)","B2506",-16.60623783,145.9751984
"Brown Noddy (B)","B2507",-16.60623767,145.9752054
"Brown Noddy (B)","B2508",-16.60623315,145.9752021
"Brown Noddy (B)","B2509",-16.60622764,145.9751989
"Brown Noddy (B)","B2510",-16.6062269,145.9752047
"Brown Noddy (B)","B2511",-16.60622909,145.975211
"Brown Noddy (B)","B2512",-16.606217,145.9752061
"Brown Noddy (B)","B2513",-16.6062172,145.9752098
"Brown Noddy (B)","B2514",-16.6062224,145.975215
"Brown Noddy (B)","B2515",-16.6062207,145.975216
"Brown Noddy (B)","B2516",-16.60619978,145.9752006
"Brown Noddy (B)","B2517",-16.60624279,145.975143
"Brown Noddy (B)","B2518",-16.6062526,145.975135
"Brown Noddy (B)","B2519",-16.60626027,145.9751293
"Brown Noddy (B)","B2520",-16.60626444,145.9751462
"Brown Noddy (B)","B2521",-16.6062825,145.9751415
"Brown Noddy (B)","B2522",-16.60627687,145.9751213
"Brown Noddy (B)","B2523",-16.6062829,145.9751789
"Brown Noddy (B)","B2524",-16.60629035,145.9751867
"Brown Noddy (B)","B2525",-16.60629209,145.9751672
"Brown Noddy (B)","B2526",-16.6062879,145.9751627
"Brown Noddy (B)","B2527",-16.60629234,145.9751482
"Brown Noddy (B)","B2528",-16.60630224,145.9751501
"Brown Noddy (B)","B2529",-16.60630586,145.9751847
"Brown Noddy (B)","B2530",-16.60630893,145.9751765
"Brown Noddy (B)","B2531",-16.60631194,145.9751833
"Brown Noddy (B)","B2532",-16.60631529,145.9751863
"Brown Noddy (B)","B2533",-16.60630738,145.9751469
"Brown Noddy (B)","B2534",-16.60630411,145.9751447
"Brown Noddy (B)","B2535",-16.60630539,145.9751438
"Brown Noddy (B)","B2536",-16.60631009,145.975142
"Brown Noddy (B)","B2537",-16.60630447,145.9751398
"Brown Noddy (B)","B2538",-16.60630663,145.9751391
"Brown Noddy (B)","B2539",-16.60630674,145.9751374
"Brown Noddy (B)","B2540",-16.60630921,145.9751387
"Brown Noddy (B)","B2541",-16.60631419,145.975141
"Brown Noddy (B)","B2542",-16.60631009,145.9751358
"Brown Noddy (B)","B2543",-16.60631771,145.9751356
"Brown Noddy (B)","B2544",-16.6063045,145.9751335
"Brown Noddy (B)","B2545",-16.60630364,145.9751364
"Brown Noddy (B)","B2546",-16.60630979,145.9751312
"Brown Noddy (B)","B2547",-16.60630425,145.9751292
"Brown Noddy (B)","B2548",-16.60629005,145.9751355
"Brown Noddy (B)","B2549",-16.6063103,145.9751246
"Brown Noddy (B)","B2550",-16.60631439,145.9751468
"Brown Noddy (B)","B2551",-16.6063201,145.9751327
"Brown Noddy (B)","B2552",-16.60631996,145.9751308
"Brown Noddy (B)","B2553",-16.60632524,145.9751321
"Brown Noddy (B)","B2554",-16.60632702,145.9751379
"Brown Noddy (B)","B2555",-16.60634532,145.9751157
"Brown Noddy (B)","B2556",-16.60636249,145.97512
"Brown Noddy (B)","B2557",-16.60635943,145.9751226
"Brown Noddy (B)","B2558",-16.60635504,145.9751186
"Brown Noddy (B)","B2559",-16.60635629,145.9751208
"Brown Noddy (B)","B2560",-16.60635895,145.9751182
"Brown Noddy (B)","B2561",-16.60636177,145.9751178
"Brown Noddy (B)","B2562",-16.60636117,145.9751158
"Brown Noddy (B)","B2563",-16.60636606,145.9751068
"Brown Noddy (B)","B2564",-16.60635715,145.9751307
"Brown Noddy (B)","B2565",-16.60635407,145.9751295
"Brown Noddy (B)","B2566",-16.60635062,145.9751311
"Brown Noddy (B)","B2567",-16.60635316,145.9751196
"Brown Noddy (B)","B2568",-16.60635435,145.9751202
"Brown Noddy (B)","B2569",-16.60635082,145.9751222
"Brown Noddy (B)","B2570",-16.60633231,145.9751377
"Brown Noddy (B)","B2571",-16.60633867,145.9751319
"Brown Noddy (B)","B2572",-16.60634198,145.975136
"Brown Noddy (B)","B2573",-16.60634644,145.975134
"Brown Noddy (B)","B2574",-16.60634792,145.9751301
"Brown Noddy (B)","B2575",-16.60634764,145.9751229
"Brown Noddy (B)","B2576",-16.60634788,145.9751259
"Brown Noddy (B)","B2577",-16.60634812,145.9751292
"Brown Noddy (B)","B2578",-16.60622226,145.9751792
"Brown Noddy (B)","B2579",-16.60622513,145.975184
"Brown Noddy (B)","B2580",-16.60622165,145.9751887
"Brown Noddy (B)","B2581",-16.60622557,145.9751889
"Brown Noddy (B)","B2582",-16.60622779,145.9751922
"Brown Noddy (B)","B2583",-16.60623325,145.975186
"Brown Noddy (B)","B2584",-16.6062348,145.9751922
"Brown Noddy (B)","B2585",-16.60619565,145.9751548
"Brown Noddy (B)","B2586",-16.60619726,145.9751548
"Brown Noddy (B)","B2587",-16.60620018,145.9751558
"Brown Noddy (B)","B2588",-16.60620116,145.975151
"Brown Noddy (B)","B2589",-16.60619866,145.9751584
"Brown Noddy (B)","B2590",-16.60619687,145.9751592
"Brown Noddy (B)","B2591",-16.60619794,145.9751621
"Brown Noddy (B)","B2592",-16.60619561,145.9751623
"Brown Noddy (B)","B2593",-16.60619656,145.9751642
"Brown Noddy (B)","B2594",-16.60619615,145.9751666
"Brown Noddy (B)","B2595",-16.6061989,145.9751662
"Brown Noddy (B)","B2596",-16.60620459,145.975156
"Brown Noddy (B)","B2597",-16.60620593,145.9751561
"Brown Noddy (B)","B2598",-16.60620857,145.9751587
"Brown Noddy (B)","B2599",-16.60620213,145.9751609
"Brown Noddy (B)","B2600",-16.60620208,145.9751649
"Brown Noddy (B)","B2601",-16.60620109,145.9751694
"Brown Noddy (B)","B2602",-16.60620195,145.975171
"Brown Noddy (B)","B2603",-16.60620689,145.9751733
"Brown Noddy (B)","B2604",-16.60620689,145.9751719
"Brown Noddy (B)","B2605",-16.6062094,145.975152
"Brown Noddy (B)","B2606",-16.60621254,145.9751511
"Brown Noddy (B)","B2607",-16.60621071,145.9751656
"Brown Noddy (B)","B2608",-16.60620967,145.9751668
"Brown Noddy (B)","B2609",-16.60621487,145.9751656
"Brown Noddy (B)","B2610",-16.60621141,145.9751776
"Brown Noddy (B)","B2611",-16.60621538,145.9751821
"Brown Noddy (B)","B2612",-16.60622073,145.9751743
"Brown Noddy (B)","B2613",-16.60623143,145.9751702
"Brown Noddy (B)","B2614",-16.60622577,145.9751611
"Brown Noddy (B)","B2615",-16.60622796,145.9751519
"Brown Noddy (B)","B2616",-16.60623141,145.975157
"Brown Noddy (B)","B2617",-16.60619715,145.9751418
"Brown Noddy (B)","B2618",-16.60620495,145.9751403
"Brown Noddy (B)","B2619",-16.60620567,145.9751471
"Brown Noddy (B)","B2620",-16.60621166,145.9751395
"Brown Noddy (B)","B2621",-16.6062152,145.9751355
"Brown Noddy (B)","B2622",-16.60621679,145.975139
"Brown Noddy (B)","B2623",-16.60621813,145.9751331
"Brown Noddy (B)","B2624",-16.60622165,145.9751353
"Brown Noddy (B)","B2625",-16.60622394,145.9751395
"Brown Noddy (B)","B2626",-16.60622068,145.9751411
"Brown Noddy (B)","B2627",-16.60622934,145.9751405
"Brown Noddy (B)","B2628",-16.60623605,145.9751346
"Brown Noddy (B)","B2629",-16.60623779,145.975129
"Brown Noddy (B)","B2630",-16.60623687,145.9751451
"Brown Noddy (B)","B2631",-16.60621501,145.975144
"Brown Noddy (B)","B2632",-16.60621367,145.9751476
"Brown Noddy (B)","B2633",-16.60621705,145.9751491
"Brown Noddy (B)","B2634",-16.60621793,145.9751448
"Brown Noddy (B)","B2635",-16.60621925,145.9751443
"Brown Noddy (B)","B2636",-16.60621002,145.9751469
"Brown Noddy (B)","B2637",-16.60621061,145.9751445
"Brown Noddy (B)","B2638",-16.60637073,145.9749827
"Brown Noddy (B)","B2639",-16.6063704,145.9749906
"Brown Noddy (B)","B2640",-16.60637228,145.9749937
"Brown Noddy (B)","B2641",-16.60637207,145.9749964
"Brown Noddy (B)","B2642",-16.60637369,145.9749961
"Brown Noddy (B)","B2643",-16.60637489,145.975002
"Brown Noddy (B)","B2644",-16.60637666,145.9749986
"Brown Noddy (B)","B2645",-16.60637634,145.9749948
"Brown Noddy (B)","B2646",-16.60637514,145.9749906
"Brown Noddy (B)","B2647",-16.60637445,145.9749868
"Brown Noddy (B)","B2648",-16.60637463,145.9749829
"Brown Noddy (B)","B2649",-16.60637749,145.9749847
"Brown Noddy (B)","B2650",-16.60638039,145.9749878
"Brown Noddy (B)","B2651",-16.60637956,145.9749915
"Brown Noddy (B)","B2652",-16.60637894,145.9749963
"Brown Noddy (B)","B2653",-16.60638064,145.9750002
"Brown Noddy (B)","B2654",-16.60638151,145.975005
"Brown Noddy (B)","B2655",-16.60638205,145.9749965
"Brown Noddy (B)","B2656",-16.60638198,145.9749934
"Brown Noddy (B)","B2657",-16.60638144,145.9749829
"Brown Noddy (B)","B2658",-16.60638166,145.9749804
"Brown Noddy (B)","B2659",-16.60637921,145.9749806
"Brown Noddy (B)","B2660",-16.60637602,145.9749773
"Brown Noddy (B)","B2661",-16.60637724,145.9749768
"Brown Noddy (B)","B2662",-16.606377,145.9749749
"Brown Noddy (B)","B2663",-16.60637296,145.974971
"Brown Noddy (B)","B2664",-16.60638611,145.9749912
"Brown Noddy (B)","B2665",-16.60638718,145.9749944
"Brown Noddy (B)","B2666",-16.60638466,145.9749966
"Brown Noddy (B)","B2667",-16.60638952,145.9749974
"Brown Noddy (B)","B2668",-16.60638961,145.9749907
"Brown Noddy (B)","B2669",-16.60638509,145.9750046
"Brown Noddy (B)","B2670",-16.60638341,145.9750095
"Brown Noddy (B)","B2671",-16.60639253,145.9750085
"Brown Noddy (B)","B2672",-16.60639045,145.9750039
"Brown Noddy (B)","B2673",-16.60639264,145.9749934
"Brown Noddy (B)","B2674",-16.60639354,145.9749967
"Brown Noddy (B)","B2675",-16.6063958,145.9749992
"Brown Noddy (B)","B2676",-16.60639632,145.9749939
"Brown Noddy (B)","B2677",-16.60639774,145.9749966
"Brown Noddy (B)","B2678",-16.60639996,145.9749984
"Brown Noddy (B)","B2679",-16.60639863,145.9749923
"Brown Noddy (B)","B2680",-16.60640422,145.9750128
"Brown Noddy (B)","B2681",-16.60640396,145.9750061
"Brown Noddy (B)","B2682",-16.60640705,145.975001
"Brown Noddy (B)","B2683",-16.60640433,145.9749988
"Brown Noddy (B)","B2684",-16.60640456,145.9749951
"Brown Noddy (B)","B2685",-16.60639551,145.9750019
"Brown Noddy (B)","B2686",-16.60640907,145.9749864
"Brown Noddy (B)","B2687",-16.60640702,145.9749904
"Brown Noddy (B)","B2688",-16.60640329,145.9749927
"Brown Noddy (B)","B2689",-16.60640334,145.9749884
"Brown Noddy (B)","B2690",-16.60640439,145.9749881
"Brown Noddy (B)","B2691",-16.60640371,145.9749707
"Brown Noddy (B)","B2692",-16.60640565,145.9749696
"Brown Noddy (B)","B2693",-16.60640537,145.9749748
"Brown Noddy (B)","B2694",-16.60640621,145.9749759
"Brown Noddy (B)","B2695",-16.60640124,145.9749748
"Brown Noddy (B)","B2696",-16.60640058,145.9749724
"Brown Noddy (B)","B2697",-16.60639906,145.9749769
"Brown Noddy (B)","B2698",-16.60640016,145.97498
"Brown Noddy (B)","B2699",-16.6063953,145.9749861
"Brown Noddy (B)","B2700",-16.60639798,145.9749888
"Brown Noddy (B)","B2701",-16.60639848,145.9749857
"Brown Noddy (B)","B2702",-16.60639769,145.9749819
"Brown Noddy (B)","B2703",-16.6063933,145.9749786
"Brown Noddy (B)","B2704",-16.60639141,145.9749831
"Brown Noddy (B)","B2705",-16.6063918,145.9749845
"Brown Noddy (B)","B2706",-16.60639193,145.9749891
"Brown Noddy (B)","B2707",-16.6063928,145.9749896
"Brown Noddy (B)","B2708",-16.60639283,145.974974
"Brown Noddy (B)","B2709",-16.6063922,145.974971
"Brown Noddy (B)","B2710",-16.60639464,145.97497
"Brown Noddy (B)","B2711",-16.60639656,145.9749728
"Brown Noddy (B)","B2712",-16.60638457,145.9749696
"Brown Noddy (B)","B2713",-16.60638741,145.9749722
"Brown Noddy (B)","B2714",-16.60638867,145.9749748
"Brown Noddy (B)","B2715",-16.6063902,145.9749775
"Brown Noddy (B)","B2716",-16.60639044,145.9749796
"Brown Noddy (B)","B2717",-16.60638781,145.9749784
"Brown Noddy (B)","B2718",-16.60638909,145.9749812
"Brown Noddy (B)","B2719",-16.60638802,145.9749818
"Brown Noddy (B)","B2720",-16.60638994,145.9749865
"Brown Noddy (B)","B2721",-16.60638573,145.9749859
"Brown Noddy (B)","B2722",-16.60638557,145.9749839
"Brown Noddy (B)","B2723",-16.60638599,145.9749807
"Brown Noddy (B)","B2724",-16.60638344,145.9749843
"Brown Noddy (B)","B2725",-16.606381,145.9749764
"Brown Noddy (B)","B2726",-16.60638223,145.9749717
"Brown Noddy (B)","B2727",-16.60637583,145.9749384
"Brown Noddy (B)","B2728",-16.60637362,145.9749558
"Brown Noddy (B)","B2729",-16.60638129,145.9749506
"Brown Noddy (B)","B2730",-16.60638361,145.9749602
"Brown Noddy (B)","B2731",-16.60638119,145.9749659
"Brown Noddy (B)","B2732",-16.60638624,145.9749634
"Brown Noddy (B)","B2733",-16.60638766,145.9749533
"Brown Noddy (B)","B2734",-16.60638793,145.9749591
"Brown Noddy (B)","B2735",-16.60639369,145.9749621
"Brown Noddy (B)","B2736",-16.60639226,145.9749635
"Brown Noddy (B)","B2737",-16.60639119,145.9749679
"Brown Noddy (B)","B2738",-16.60640482,145.9749251
"Brown Noddy (B)","B2739",-16.60640169,145.9749302
"Brown Noddy (B)","B2740",-16.60640182,145.9749318
"Brown Noddy (B)","B2741",-16.60640545,145.9749335
"Brown Noddy (B)","B2742",-16.60640601,145.9749323
"Brown Noddy (B)","B2743",-16.60640781,145.9749302
"Brown Noddy (B)","B2744",-16.60641004,145.9749352
"Brown Noddy (B)","B2745",-16.60640621,145.9749393
"Brown Noddy (B)","B2746",-16.60640671,145.974951
"Brown Noddy (B)","B2747",-16.60640139,145.974953
"Brown Noddy (B)","B2748",-16.6064,145.9749617
"Brown Noddy (B)","B2749",-16.60639869,145.9749617
"Brown Noddy (B)","B2750",-16.60639939,145.9749675
"Brown Noddy (B)","B2751",-16.6063986,145.9749687
"Brown Noddy (B)","B2752",-16.60641795,145.9749556
"Brown Noddy (B)","B2753",-16.6064182,145.9749496
"Brown Noddy (B)","B2754",-16.60641327,145.9749444
"Brown Noddy (B)","B2755",-16.60642411,145.9749497
"Brown Noddy (B)","B2756",-16.60641299,145.9749252
"Brown Noddy (B)","B2757",-16.60641556,145.9749258
"Brown Noddy (B)","B2758",-16.60641377,145.9749309
"Brown Noddy (B)","B2759",-16.60642089,145.9749266
"Brown Noddy (B)","B2760",-16.60641868,145.9749306
"Brown Noddy (B)","B2761",-16.60641628,145.9749359
"Brown Noddy (B)","B2762",-16.60641975,145.974938
"Brown Noddy (B)","B2763",-16.60642089,145.9749414
"Brown Noddy (B)","B2764",-16.60642011,145.9749352
"Brown Noddy (B)","B2765",-16.60642203,145.9749314
"Brown Noddy (B)","B2766",-16.60642323,145.9749336
"Brown Noddy (B)","B2767",-16.60642502,145.9749255
"Brown Noddy (B)","B2768",-16.60642694,145.974928
"Brown Noddy (B)","B2769",-16.60643113,145.9749291
"Brown Noddy (B)","B2770",-16.60643532,145.9749345
"Brown Noddy (B)","B2771",-16.60644047,145.9749348
"Brown Noddy (B)","B2772",-16.60643994,145.9749282
"Brown Noddy (B)","B2773",-16.60644406,145.974925
"Brown Noddy (B)","B2774",-16.60644496,145.9749309
"Brown Noddy (B)","B2775",-16.6064425,145.9749196
"Brown Noddy (B)","B2776",-16.60641455,145.9749085
"Brown Noddy (B)","B2777",-16.60641239,145.9749117
"Brown Noddy (B)","B2778",-16.60641855,145.9749113
"Brown Noddy (B)","B2779",-16.60641664,145.9749154
"Brown Noddy (B)","B2780",-16.60641376,145.9749147
"Brown Noddy (B)","B2781",-16.60641151,145.9749202
"Brown Noddy (B)","B2782",-16.60641552,145.9749185
"Brown Noddy (B)","B2783",-16.60641895,145.9749178
"Brown Noddy (B)","B2784",-16.60641955,145.9749198
"Brown Noddy (B)","B2785",-16.60642104,145.9749218
"Brown Noddy (B)","B2786",-16.60642183,145.9749232
"Brown Noddy (B)","B2787",-16.6064138,145.9748798
"Brown Noddy (B)","B2788",-16.60641437,145.9748851
"Brown Noddy (B)","B2789",-16.60641728,145.9748834
"Brown Noddy (B)","B2790",-16.60641882,145.9748886
"Brown Noddy (B)","B2791",-16.60641455,145.9748907
"Brown Noddy (B)","B2792",-16.60642063,145.9748848
"Brown Noddy (B)","B2793",-16.60641932,145.9748801
"Brown Noddy (B)","B2794",-16.60641622,145.974879
"Brown Noddy (B)","B2795",-16.60642192,145.974882
"Brown Noddy (B)","B2796",-16.60642634,145.9748847
"Brown Noddy (B)","B2797",-16.60642665,145.9748796
"Brown Noddy (B)","B2798",-16.60643026,145.9748844
"Brown Noddy (B)","B2799",-16.60642982,145.9748889
"Brown Noddy (B)","B2800",-16.6064275,145.97489
"Brown Noddy (B)","B2801",-16.60643038,145.9748958
"Brown Noddy (B)","B2802",-16.60643236,145.9748959
"Brown Noddy (B)","B2803",-16.60643392,145.9748943
"Brown Noddy (B)","B2804",-16.60643276,145.9748906
"Brown Noddy (B)","B2805",-16.60643784,145.9748962
"Brown Noddy (B)","B2806",-16.60643784,145.9748887
"Brown Noddy (B)","B2807",-16.6064354,145.9748855
"Brown Noddy (B)","B2808",-16.60643295,145.9748803
"Brown Noddy (B)","B2809",-16.60642972,145.9748783
"Brown Noddy (B)","B2810",-16.60643884,145.9748809
"Brown Noddy (B)","B2811",-16.60643941,145.9748852
"Brown Noddy (B)","B2812",-16.60644201,145.9748806
"Brown Noddy (B)","B2813",-16.60644404,145.9748867
"Brown Noddy (B)","B2814",-16.6064427,145.9748913
"Brown Noddy (B)","B2815",-16.60644812,145.9748933
"Brown Noddy (B)","B2816",-16.60644765,145.9748965
"Brown Noddy (B)","B2817",-16.60644956,145.9748888
"Brown Noddy (B)","B2818",-16.60644821,145.9748843
"Brown Noddy (B)","B2819",-16.60644903,145.9748817
"Brown Noddy (B)","B2820",-16.60644652,145.9748792
"Brown Noddy (B)","B2821",-16.60645348,145.9748829
"Brown Noddy (B)","B2822",-16.60645445,145.9748886
"Brown Noddy (B)","B2823",-16.60645147,145.9748921
"Brown Noddy (B)","B2824",-16.60645423,145.9748932
"Brown Noddy (B)","B2825",-16.60645464,145.9748948
"Brown Noddy (B)","B2826",-16.60645567,145.9749003
"Brown Noddy (B)","B2827",-16.60645771,145.9748905
"Brown Noddy (B)","B2828",-16.60645749,145.9748866
"Brown Noddy (B)","B2829",-16.60645962,145.9748947
"Brown Noddy (B)","B2830",-16.6064687,145.9748912
"Brown Noddy (B)","B2831",-16.60646597,145.9748936
"Brown Noddy (B)","B2832",-16.60646511,145.9749008
"Brown Noddy (B)","B2833",-16.60652544,145.9749269
"Brown Noddy (B)","B2834",-16.60638974,145.9748833
"Brown Noddy (B)","B2835",-16.60639402,145.9748853
"Brown Noddy (B)","B2836",-16.60639792,145.9748828
"Brown Noddy (B)","B2837",-16.60640235,145.9748806
"Brown Noddy (B)","B2838",-16.60639637,145.9748903
"Brown Noddy (B)","B2839",-16.60638924,145.9748923
"Brown Noddy (B)","B2840",-16.60639082,145.9748949
"Brown Noddy (B)","B2841",-16.60639244,145.974901
"Brown Noddy (B)","B2842",-16.60639317,145.9749049
"Brown Noddy (B)","B2843",-16.60639035,145.9749031
"Brown Noddy (B)","B2844",-16.60638881,145.9749049
"Brown Noddy (B)","B2845",-16.60639576,145.9749004
"Brown Noddy (B)","B2846",-16.60639745,145.9749032
"Brown Noddy (B)","B2847",-16.606402,145.9748987
"Brown Noddy (B)","B2848",-16.60639977,145.9749071
"Brown Noddy (B)","B2849",-16.60639437,145.9749099
"Brown Noddy (B)","B2850",-16.60638823,145.9749087
"Brown Noddy (B)","B2851",-16.60638989,145.9749147
"Brown Noddy (B)","B2852",-16.60639468,145.9749159
"Brown Noddy (B)","B2853",-16.60639541,145.9749121
"Brown Noddy (B)","B2854",-16.60639849,145.9749121
"Brown Noddy (B)","B2855",-16.60640227,145.9749105
"Brown Noddy (B)","B2856",-16.60640926,145.9749047
"Brown Noddy (B)","B2857",-16.60640544,145.9749022
"Brown Noddy (B)","B2858",-16.60640122,145.9749021
"Brown Noddy (B)","B2859",-16.60640434,145.9749083
"Brown Noddy (B)","B2860",-16.60640623,145.9749081
"Brown Noddy (B)","B2861",-16.6064095,145.9749131
"Brown Noddy (B)","B2862",-16.60640947,145.9749168
"Brown Noddy (B)","B2863",-16.60640352,145.9749146
"Brown Noddy (B)","B2864",-16.60640434,145.9749184
"Brown Noddy (B)","B2865",-16.60640774,145.9749205
"Brown Noddy (B)","B2866",-16.60639594,145.9749211
"Brown Noddy (B)","B2867",-16.60637752,145.9748927
"Brown Noddy (B)","B2868",-16.60637043,145.9748978
"Brown Noddy (B)","B2869",-16.60637508,145.9749001
"Brown Noddy (B)","B2870",-16.60637877,145.9749047
"Brown Noddy (B)","B2871",-16.60638331,145.974904
"Brown Noddy (B)","B2872",-16.60638667,145.974899
"Brown Noddy (B)","B2873",-16.60640912,145.9748809
"Brown Noddy (B)","B2874",-16.60645432,145.9748468
"Brown Noddy (B)","B2875",-16.60645619,145.9748507
"Brown Noddy (B)","B2876",-16.6064556,145.9748516
"Brown Noddy (B)","B2877",-16.60645533,145.9748581
"Brown Noddy (B)","B2878",-16.60645273,145.9748607
"Brown Noddy (B)","B2879",-16.60645572,145.9748643
"Brown Noddy (B)","B2880",-16.60645833,145.9748686
"Brown Noddy (B)","B2881",-16.60646249,145.9748661
"Brown Noddy (B)","B2882",-16.60646455,145.9748695
"Brown Noddy (B)","B2883",-16.60646583,145.9748579
"Brown Noddy (B)","B2884",-16.60645833,145.9748554
"Brown Noddy (B)","B2885",-16.60646035,145.9748554
"Brown Noddy (B)","B2886",-16.60646144,145.9748478
"Brown Noddy (B)","B2887",-16.60646144,145.974846
"Brown Noddy (B)","B2888",-16.60646288,145.9748394
"Brown Noddy (B)","B2889",-16.60646638,145.974848
"Brown Noddy (B)","B2890",-16.60647065,145.9748535
"Brown Noddy (B)","B2891",-16.60647222,145.9748564
"Brown Noddy (B)","B2892",-16.60647307,145.9748575
"Brown Noddy (B)","B2893",-16.60644589,145.9748392
"Brown Noddy (B)","B2894",-16.60643365,145.9748352
"Brown Noddy (B)","B2895",-16.60643679,145.9748474
"Brown Noddy (B)","B2896",-16.6064301,145.9748442
"Brown Noddy (B)","B2897",-16.60643175,145.9748492
"Brown Noddy (B)","B2898",-16.60643171,145.9748545
"Brown Noddy (B)","B2899",-16.60643331,145.9748581
"Brown Noddy (B)","B2900",-16.60643455,145.9748558
"Brown Noddy (B)","B2901",-16.60643843,145.9748571
"Brown Noddy (B)","B2902",-16.60642272,145.9748433
"Brown Noddy (B)","B2903",-16.60642398,145.9748469
"Brown Noddy (B)","B2904",-16.60642824,145.9748358
"Brown Noddy (B)","B2905",-16.60642701,145.9748507
"Brown Noddy (B)","B2906",-16.60642588,145.9748517
"Brown Noddy (B)","B2907",-16.60642525,145.9748566
"Brown Noddy (B)","B2908",-16.60642851,145.974861
"Brown Noddy (B)","B2909",-16.60642012,145.9748384
"Brown Noddy (B)","B2910",-16.60641776,145.9748356
"Brown Noddy (B)","B2911",-16.60641921,145.9748441
"Brown Noddy (B)","B2912",-16.60641795,145.9748507
"Brown Noddy (B)","B2913",-16.60641668,145.9748562
"Brown Noddy (B)","B2914",-16.6064203,145.9748593
"Brown Noddy (B)","B2915",-16.60641795,145.9748623
"Brown Noddy (B)","B2916",-16.60641283,145.9748365
"Brown Noddy (B)","B2917",-16.60641474,145.9748406
"Brown Noddy (B)","B2918",-16.60641529,145.9748453
"Brown Noddy (B)","B2919",-16.60641497,145.9748536
"Brown Noddy (B)","B2920",-16.60641236,145.9748609
"Brown Noddy (B)","B2921",-16.60641333,145.9748698
"Brown Noddy (B)","B2922",-16.60641413,145.9748741
"Brown Noddy (B)","B2923",-16.60641674,145.9748728
"Brown Noddy (B)","B2924",-16.60641954,145.9748696
"Brown Noddy (B)","B2925",-16.60641993,145.9748754
"Brown Noddy (B)","B2926",-16.60642205,145.9748723
