OID_,LAYER,NAME,LAT,LONG
2281,Noddy Sp. (B),B1203,-16.606382773499998,145.974991103999997
2282,Noddy Sp. (B),B1204,-16.606382816200000,145.974993210000008
2283,Noddy Sp. (B),B1205,-16.606384697399999,145.974995027999995
2284,Noddy Sp. (B),B1206,-16.606385915899999,145.974992057000009
2285,Noddy Sp. (B),B1207,-16.606384227100001,145.974997999000010
2286,Noddy Sp. (B),B1208,-16.606383158300002,145.975005181999990
2287,Noddy Sp. (B),B1209,-16.606388288700000,145.974997865999995
2288,Noddy Sp. (B),B1210,-16.606388994200000,145.974993963999992
2289,Noddy Sp. (B),B1211,-16.606389207900001,145.974989263999987
2290,Noddy Sp. (B),B1212,-16.606389421700001,145.974986247999993
2291,Noddy Sp. (B),B1213,-16.606384911199999,145.974975895000000
2292,Noddy Sp. (B),B1214,-16.606387134399998,145.974978776999990
2293,Noddy Sp. (B),B1215,-16.606388801800001,145.974975140999987
2294,Noddy Sp. (B),B1216,-16.606390875300001,145.974976494000003
2295,Noddy Sp. (B),B1217,-16.606394723200001,145.974974698000011
2296,Noddy Sp. (B),B1218,-16.606395834800001,145.974978378000003
2297,Noddy Sp. (B),B1219,-16.606397951100000,145.974977026000005
2298,Noddy Sp. (B),B1220,-16.606396882300000,145.974982191000009
2299,Noddy Sp. (B),B1221,-16.606400259899999,145.974981216000003
2300,Noddy Sp. (B),B1222,-16.606403744300000,145.974975585000010
2301,Noddy Sp. (B),B1223,-16.606404813200001,145.974978931999999
2302,Noddy Sp. (B),B1224,-16.606403851200000,145.974983898000005
2303,Noddy Sp. (B),B1225,-16.606399297900001,145.974983920999989
2304,Noddy Sp. (B),B1226,-16.606397630499998,145.974987357000003
2305,Noddy Sp. (B),B1227,-16.606391538000000,145.974984917999990
2306,Noddy Sp. (B),B1228,-16.606392564099998,145.974985871999991
2307,Noddy Sp. (B),B1229,-16.606393419200000,145.974983565999992
2308,Noddy Sp. (B),B1230,-16.606393034400000,145.974988754000009
2309,Noddy Sp. (B),B1231,-16.606391687700000,145.974993121000011
2310,Noddy Sp. (B),B1232,-16.606392521400000,145.974996070000003
2311,Noddy Sp. (B),B1233,-16.606392478600000,145.974998198000009
2312,Noddy Sp. (B),B1234,-16.606393162700002,145.975002167000014
2313,Noddy Sp. (B),B1235,-16.606392008299999,145.975006799999989
2314,Noddy Sp. (B),B1236,-16.606395749299999,145.975006468000004
2315,Noddy Sp. (B),B1237,-16.606383906400001,145.975010392000002
2316,Noddy Sp. (B),B1238,-16.606385253199999,145.975009992999986
2317,Noddy Sp. (B),B1239,-16.606387177100000,145.975013318000009
2318,Noddy Sp. (B),B1240,-16.606389165200000,145.975009105999987
2319,Noddy Sp. (B),B1241,-16.606391431199999,145.975011854999991
2320,Noddy Sp. (B),B1242,-16.606396946400000,145.975000569999992
2321,Noddy Sp. (B),B1243,-16.606398592400001,145.974996957000002
2322,Noddy Sp. (B),B1244,-16.606400473600001,145.975001168999995
2323,Noddy Sp. (B),B1245,-16.606399297900001,145.975003429999987
2324,Noddy Sp. (B),B1246,-16.606400251800000,145.975004073000008
2325,Noddy Sp. (B),B1247,-16.606404035200001,145.974998765999999
2326,Noddy Sp. (B),B1248,-16.606407004800001,145.974999911999987
2327,Noddy Sp. (B),B1249,-16.606405589100000,145.974996653000005
2328,Noddy Sp. (B),B1250,-16.606401825300001,145.974993716000000
2329,Noddy Sp. (B),B1251,-16.606403137499999,145.974990028000008
2330,Noddy Sp. (B),B1252,-16.606406314200001,145.974984656000004
2331,Noddy Sp. (B),B1253,-16.606407868100000,145.974982506999993
2332,Noddy Sp. (B),B1254,-16.606409111200001,145.974979893000011
2333,Noddy Sp. (B),B1255,-16.606409801800002,145.974988666999991
2334,Noddy Sp. (B),B1256,-16.606407384600001,145.974991353000007
2335,Noddy Sp. (B),B1257,-16.606407902600001,145.974996473999994
2336,Noddy Sp. (B),B1258,-16.606410285199999,145.974995471000000
2337,Noddy Sp. (B),B1259,-16.606410388800001,145.974992785000012
2338,Noddy Sp. (B),B1260,-16.606413461900001,145.974989561999990
2339,Noddy Sp. (B),B1261,-16.606413427400000,145.974985228999998
2340,Noddy Sp. (B),B1262,-16.606414463299998,145.974982936999993
2341,Noddy Sp. (B),B1263,-16.606413381599999,145.974979708000006
2342,Noddy Sp. (B),B1264,-16.606411547600000,145.974981914000011
2343,Noddy Sp. (B),B1265,-16.606417388899999,145.974980533000007
2344,Noddy Sp. (B),B1266,-16.606418856099999,145.974985943000007
2345,Noddy Sp. (B),B1267,-16.606422034800001,145.974985126000007
2346,Noddy Sp. (B),B1268,-16.606421817499999,145.974988816999996
2347,Noddy Sp. (B),B1269,-16.606417850800000,145.974991297000003
2348,Noddy Sp. (B),B1270,-16.606416084799999,145.974994226999996
2349,Noddy Sp. (B),B1271,-16.606413585300000,145.974997637000001
2350,Noddy Sp. (B),B1272,-16.606416166300001,145.975001018000000
2351,Noddy Sp. (B),B1273,-16.606418475700000,145.974997158000008
2352,Noddy Sp. (B),B1274,-16.606421491399999,145.975000961999996
2353,Noddy Sp. (B),B1275,-16.606422958600000,145.974996397000012
2354,Noddy Sp. (B),B1276,-16.606423828000000,145.974993409999996
2355,Noddy Sp. (B),B1277,-16.606426218799999,145.974989859999994
2356,Noddy Sp. (B),B1278,-16.606426843700000,145.974993438000013
2357,Noddy Sp. (B),B1279,-16.606428881399999,145.974987548999991
2358,Noddy Sp. (B),B1280,-16.606429533400000,145.974990987000012
2359,Noddy Sp. (B),B1281,-16.606427387099998,145.974997946999991
2360,Noddy Sp. (B),B1282,-16.606436054000000,145.975007723999994
2361,Noddy Sp. (B),B1283,-16.606432037800001,145.975000338000001
2362,Noddy Sp. (B),B1284,-16.606432381899999,145.975002931999995
2363,Noddy Sp. (B),B1285,-16.606435200800000,145.975000762999997
2364,Noddy Sp. (B),B1286,-16.606429324800001,145.974994901999992
2365,Crested Tern Other (FO),FO37,-16.606442241500002,145.975100593999997
2366,Noddy Sp. (B),B1287,-16.606375614600001,145.975021927000000
2367,Noddy Sp. (B),B1288,-16.606377686399998,145.975023789000005
2368,Noddy Sp. (B),B1289,-16.606382658699999,145.975021461000011
2369,Noddy Sp. (B),B1290,-16.606382762300001,145.975028444999992
2370,Noddy Sp. (B),B1291,-16.606374233400000,145.975031309999991
2371,Noddy Sp. (B),B1292,-16.606376546900002,145.975031989999991
2372,Noddy Sp. (B),B1293,-16.606372541399999,145.975041264999987
2373,Noddy Sp. (B),B1294,-16.606371988999999,145.975052188000006
2374,Noddy Sp. (B),B1295,-16.606376546900002,145.975053691999989
2375,Noddy Sp. (B),B1296,-16.606376608700000,145.975051087999987
2376,Noddy Sp. (B),B1297,-16.606375868600001,145.975047006000011
2377,Noddy Sp. (B),B1298,-16.606380023100002,145.975051017999988
2378,Noddy Sp. (B),B1299,-16.606382108799998,145.975046988999992
2379,Noddy Sp. (B),B1300,-16.606383858099999,145.975054332000013
2380,Noddy Sp. (B),B1301,-16.606395040700001,145.975056445999996
2381,Noddy Sp. (B),B1302,-16.606395788800000,145.975059439000006
2382,Noddy Sp. (B),B1303,-16.606395429500001,145.975061850999992
2383,Noddy Sp. (B),B1304,-16.606389598300002,145.975064852999992
2384,Noddy Sp. (B),B1305,-16.606391252400002,145.975058991999987
2385,Noddy Sp. (B),B1306,-16.606369010100000,145.975074447999987
2386,Noddy Sp. (B),B1307,-16.606376520000001,145.975088075999992
2387,Noddy Sp. (B),B1308,-16.606352604100000,145.975026409999998
2388,Noddy Sp. (B),B1309,-16.606363632299999,145.975039613000007
2389,Noddy Sp. (B),B1310,-16.606359040800001,145.975047108000012
2390,Noddy Sp. (B),B1311,-16.606356269500001,145.975043867000011
2391,Noddy Sp. (B),B1312,-16.606550881299999,145.974694066000012
2392,Noddy Sp. (B),B1313,-16.606482890599999,145.974659919000004
2393,Noddy Sp. (B),B1314,-16.606485390100001,145.974657551999996
2394,Noddy Sp. (B),B1315,-16.606488677600002,145.974656482000000
2395,Noddy Sp. (B),B1316,-16.606485851999999,145.974654170999997
2396,Noddy Sp. (B),B1317,-16.606489519800000,145.974660876999991
2397,Noddy Sp. (B),B1318,-16.606479603200000,145.974668006000002
2398,Noddy Sp. (B),B1319,-16.606483298099999,145.974672795999993
2399,Noddy Sp. (B),B1320,-16.606484466400001,145.974674402000005
2400,Noddy Sp. (B),B1321,-16.606488840600001,145.974673698000004
2401,Noddy Sp. (B),B1322,-16.606489438299999,145.974669161000008
2402,Noddy Sp. (B),B1323,-16.606490117500002,145.974679390000006
2403,Noddy Sp. (B),B1324,-16.606493323500001,145.974672344999988
2404,Noddy Sp. (B),B1325,-16.606494029899999,145.974668315999992
2405,Noddy Sp. (B),B1326,-16.606490986899999,145.974665329000004
2406,Noddy Sp. (B),B1327,-16.606482972100000,145.974685560000012
2407,Noddy Sp. (B),B1328,-16.606477511200001,145.974687870999986
2408,Noddy Sp. (B),B1329,-16.606492915899999,145.974655410999986
2409,Noddy Sp. (B),B1330,-16.606494500099998,145.974663426999996
2410,Noddy Sp. (B),B1331,-16.606493825099999,145.974660914999987
2411,Noddy Sp. (B),B1332,-16.606495730900001,145.974656248000002
2412,Noddy Sp. (B),B1333,-16.606460809200001,145.974686415999997
2413,Noddy Sp. (B),B1334,-16.606463177500000,145.974699009000005
2414,Noddy Sp. (B),B1335,-16.606467324699999,145.974697412000012
2415,Noddy Sp. (B),B1336,-16.606466961300001,145.974691360000008
2416,Noddy Sp. (B),B1337,-16.606468692800000,145.974694486000004
2417,Noddy Sp. (B),B1338,-16.606471044300001,145.974685130000012
2418,Noddy Sp. (B),B1339,-16.606471642799999,145.974693621000000
2419,Noddy Sp. (B),B1340,-16.606473630899998,145.974697700999997
2420,Noddy Sp. (B),B1341,-16.606474250800002,145.974694884999991
2421,Noddy Sp. (B),B1342,-16.606475768599999,145.974691715000006
2422,Noddy Sp. (B),B1343,-16.606478846900000,145.974694153000002
2423,Noddy Sp. (B),B1344,-16.606476238900001,145.974700538000008
2424,Noddy Sp. (B),B1345,-16.606482115700000,145.974699648000012
2425,Noddy Sp. (B),B1346,-16.606485050800000,145.974697356000007
2426,Noddy Sp. (B),B1647,-16.606510721399999,145.974784206999999
2427,Noddy Sp. (B),B1648,-16.606507918900000,145.974786050999995
2428,Noddy Sp. (B),B1649,-16.606496836600002,145.974788308999990
2429,Noddy Sp. (B),B1650,-16.606493925100001,145.974786497999986
2430,Noddy Sp. (B),B1651,-16.606454174200000,145.974794263999996
2431,Noddy Sp. (B),B1652,-16.606453787300001,145.974798606999997
2432,Noddy Sp. (B),B1653,-16.606455553400000,145.974796618999989
2433,Noddy Sp. (B),B1654,-16.606457454000001,145.974793600999988
2434,Noddy Sp. (B),B1655,-16.606462399100000,145.974793618000007
2435,Noddy Sp. (B),B1656,-16.606462113100001,145.974799636000000
2436,Noddy Sp. (B),B1657,-16.606462516800001,145.974804538000001
2437,Onychoprion Sp. (D),D8,-16.606455269400001,145.974814103999989
2438,Noddy Sp. (B),B1358,-16.606441495999999,145.974827569000013
2439,Noddy Sp. (B),B1359,-16.606445842999999,145.974827062000003
2440,Noddy Sp. (B),B1360,-16.606452363599999,145.974828921000011
2441,Noddy Sp. (B),B1361,-16.606443778199999,145.974818016999990
2442,Noddy Sp. (B),B1362,-16.606445517000001,145.974810719000004
2443,Noddy Sp. (B),B1363,-16.606448179499999,145.974806209999997
2444,Noddy Sp. (B),B1364,-16.606449538000000,145.974809168999997
2445,Noddy Sp. (B),B1365,-16.606449809699999,145.974797955000014
2446,Noddy Sp. (B),B1366,-16.606450679100000,145.974795671999999
2447,Noddy Sp. (B),B1367,-16.606449538000000,145.974791557999993
2448,Noddy Sp. (B),B1368,-16.606445924500001,145.974791304999997
2449,Noddy Sp. (B),B1369,-16.606447201500000,145.974795531000012
2450,Noddy Sp. (B),B1370,-16.606441794900000,145.974791981000010
2451,Noddy Sp. (B),B1371,-16.606442501200000,145.974795644000011
2452,Noddy Sp. (B),B1372,-16.606443941199998,145.974797813999999
2453,Noddy Sp. (B),B1373,-16.606437447800001,145.974791388999989
2454,Noddy Sp. (B),B1374,-16.606438887800000,145.974797870000003
2455,Noddy Sp. (B),B1375,-16.606431959700000,145.974795784999998
2456,Noddy Sp. (B),B1376,-16.606432475900000,145.974800264999999
2457,Noddy Sp. (B),B1377,-16.606434894000000,145.974803025999989
2458,Noddy Sp. (B),B1378,-16.606438317199999,145.974803393000002
2459,Noddy Sp. (B),B1379,-16.606441686200000,145.974806182000009
2460,Onychoprion Sp. (D),D9,-16.606438290100002,145.974799082000004
2461,Noddy Sp. (B),B1380,-16.606442584800000,145.974836353000001
2462,Noddy Sp. (B),B1381,-16.606438330800000,145.974831674999990
2463,Noddy Sp. (B),B1382,-16.606439506499999,145.974821278000007
2464,Noddy Sp. (B),B1383,-16.606422181399999,145.974826119999989
2465,Noddy Sp. (B),B1384,-16.606425797600000,145.974820921000003
2466,Noddy Sp. (B),B1385,-16.606428842000000,145.974824654000003
2467,Noddy Sp. (B),B1386,-16.606430439899999,145.974831195999997
2468,Noddy Sp. (B),B1387,-16.606426537699999,145.974825753000005
2469,Noddy Sp. (B),B1388,-16.606425575700001,145.974826906999994
2470,Noddy Sp. (B),B1389,-16.606434254100002,145.974819091999990
2471,Noddy Sp. (B),B1390,-16.606431249900002,145.974818768999995
2472,Noddy Sp. (B),B1391,-16.606433356299998,145.974815618000008
2473,Noddy Sp. (B),B1392,-16.606429592500000,145.974814185000014
2474,Noddy Sp. (B),B1393,-16.606425069099998,145.974817336999990
2475,Noddy Sp. (B),B1394,-16.606427071799999,145.974811786000004
2476,Noddy Sp. (B),B1395,-16.606423446099999,145.974813683999997
2477,Noddy Sp. (B),B1396,-16.606417403399998,145.974816656000002
2478,Noddy Sp. (B),B1397,-16.606418542899998,145.974812216000004
2479,Noddy Sp. (B),B1398,-16.606418577399999,145.974807953999999
2480,Noddy Sp. (B),B1399,-16.606422064899999,145.974809423000011
2481,Noddy Sp. (B),B1400,-16.606423894999999,145.974807631999994
2482,Noddy Sp. (B),B1401,-16.606421098100000,145.974816943000008
2483,Noddy Sp. (B),B1402,-16.606424136699999,145.974797532999986
2484,Noddy Sp. (B),B1403,-16.606426208500000,145.974799824999991
2485,Noddy Sp. (B),B1404,-16.606429173300000,145.974807153999990
2486,Noddy Sp. (B),B1405,-16.606429836000000,145.974803962000010
2487,Noddy Sp. (B),B1406,-16.606438044699999,145.974807953000010
2488,Noddy Sp. (B),B1407,-16.606430391800000,145.974811455000008
2489,Noddy Sp. (B),B1408,-16.606431524800001,145.974807553000005
2490,Noddy Sp. (B),B1409,-16.606424684099999,145.974796800999997
2491,Noddy Sp. (B),B1410,-16.606435073299998,145.974808529000001
2492,Noddy Sp. (B),B1411,-16.606436569700001,145.974806045999998
2493,Noddy Sp. (B),B1412,-16.606477507200001,145.974788560000007
2494,Noddy Sp. (B),B1413,-16.606465949200000,145.974786085000005
2495,Noddy Sp. (B),B1414,-16.606468977300000,145.974782306999998
2496,Noddy Sp. (B),B1415,-16.606471039900001,145.974786768000001
2497,Noddy Sp. (B),B1416,-16.606473804699998,145.974783398999989
2498,Noddy Sp. (B),B1417,-16.606474331400001,145.974778802999992
2499,Noddy Sp. (B),B1418,-16.606475340700001,145.974778985000000
2500,Noddy Sp. (B),B1419,-16.606492962000001,145.974756842999994
2501,Noddy Sp. (B),B1420,-16.606486713100001,145.974755208999994
2502,Noddy Sp. (B),B1421,-16.606483697400002,145.974746135999993
2503,Noddy Sp. (B),B1422,-16.606480871799999,145.974760083999996
2504,Noddy Sp. (B),B1423,-16.606484947100000,145.974768339999997
2505,Noddy Sp. (B),B1424,-16.606478875699999,145.974769834999989
2506,Noddy Sp. (B),B1425,-16.606475276200001,145.974769729999991
2507,Noddy Sp. (B),B1426,-16.606471693600000,145.974766781999989
2508,Noddy Sp. (B),B1427,-16.606470785300001,145.974756106000001
2509,Noddy Sp. (B),B1428,-16.606476167699999,145.974752738999996
2510,Noddy Sp. (B),B1429,-16.606473409199999,145.974746634000013
2511,Noddy Sp. (B),B1430,-16.606465709599998,145.974752719999998
2512,Noddy Sp. (B),B1431,-16.606461600500001,145.974756302000003
2513,Noddy Sp. (B),B1432,-16.606453985800002,145.974746815000003
2514,Noddy Sp. (B),B1433,-16.606457491600001,145.974751714999996
2515,Noddy Sp. (B),B1434,-16.606456273100001,145.974754109000003
2516,Noddy Sp. (B),B1435,-16.606458859800000,145.974755926999990
2517,Noddy Sp. (B),B1436,-16.606459864500000,145.974763709000001
2518,Noddy Sp. (B),B1437,-16.606464723999999,145.974759653000007
2519,Noddy Sp. (B),B1438,-16.606465295800000,145.974763943999989
2520,Noddy Sp. (B),B1439,-16.606462907400001,145.974766856999992
2521,Noddy Sp. (B),B1440,-16.606456902500000,145.974768514999994
2522,Noddy Sp. (B),B1441,-16.606455575100000,145.974773752999994
2523,Noddy Sp. (B),B1442,-16.606453691199999,145.974777138000007
2524,Noddy Sp. (B),B1443,-16.606452984800001,145.974772758999990
2525,Noddy Sp. (B),B1444,-16.606449654500000,145.974768955999991
2526,Noddy Sp. (B),B1445,-16.606449570399999,145.974776125999995
2527,Noddy Sp. (B),B1446,-16.606452127000001,145.974783766000002
2528,Noddy Sp. (B),B1447,-16.606454548999999,145.974787569000000
2529,Noddy Sp. (B),B1448,-16.606448275300000,145.974788458999996
2530,Noddy Sp. (B),B1449,-16.606448796700001,145.974781795000013
2531,Noddy Sp. (B),B1450,-16.606444137600000,145.974788894999989
2532,Noddy Sp. (B),B1451,-16.606445987800001,145.974784918000012
2533,Noddy Sp. (B),B1452,-16.606445483200002,145.974781830000012
2534,Noddy Sp. (B),B1453,-16.606443548900000,145.974782999000013
2535,Noddy Sp. (B),B1454,-16.606441042699998,145.974788563000004
2536,Noddy Sp. (B),B1455,-16.606452227900000,145.974786504999997
2537,Noddy Sp. (B),B1456,-16.606433321499999,145.974788968000013
2538,Noddy Sp. (B),B1457,-16.606432492700002,145.974787893000013
2539,Noddy Sp. (B),B1458,-16.606430490000001,145.974780479999993
2540,Noddy Sp. (B),B1459,-16.606435539800000,145.974775440999991
2541,Noddy Sp. (B),B1460,-16.606436952599999,145.974778934999989
2542,Noddy Sp. (B),B1461,-16.606441955800001,145.974777119000009
2543,Noddy Sp. (B),B1462,-16.606442981800001,145.974774066999998
2544,Noddy Sp. (B),B1463,-16.606439483300001,145.974779595999991
2545,Noddy Sp. (B),B1464,-16.606438776899999,145.974782107999999
2546,Noddy Sp. (B),B1465,-16.606438676000000,145.974784934000013
2547,Noddy Sp. (B),B1466,-16.606410712799999,145.974764160000007
2548,Noddy Sp. (B),B1467,-16.606416099800001,145.974766133999992
2549,Noddy Sp. (B),B1468,-16.606414646200001,145.974762341999991
2550,Noddy Sp. (B),B1469,-16.606416206700001,145.974755025999997
2551,Noddy Sp. (B),B1470,-16.606421208899999,145.974752698000003
2552,Noddy Sp. (B),B1471,-16.606421166200001,145.974758928000000
2553,Noddy Sp. (B),B1472,-16.606418365800000,145.974761610999991
2554,Noddy Sp. (B),B1473,-16.606420781400001,145.974765136000002
2555,Noddy Sp. (B),B1474,-16.606424928500001,145.974756844000012
2556,Noddy Sp. (B),B1475,-16.606425334699999,145.974752099999989
2557,Noddy Sp. (B),B1476,-16.606429310799999,145.974750059999991
2558,Noddy Sp. (B),B1477,-16.606429396300001,145.974754893000011
2559,Noddy Sp. (B),B1478,-16.606426498899999,145.974760244999999
2560,Noddy Sp. (B),B1479,-16.606430112400002,145.974760188999994
2561,Noddy Sp. (B),B1480,-16.606429378800001,145.974765402000003
2562,Noddy Sp. (B),B1481,-16.606431905499999,145.974767458999992
2563,Noddy Sp. (B),B1482,-16.606434187700000,145.974768699000009
2564,Noddy Sp. (B),B1483,-16.606434106199998,145.974750271000005
2565,Noddy Sp. (B),B1484,-16.606434377900001,145.974745367999986
2566,Noddy Sp. (B),B1485,-16.606439349799999,145.974744606999991
2567,Noddy Sp. (B),B1486,-16.606440246399998,145.974739478999993
2568,Noddy Sp. (B),B1487,-16.606442773099999,145.974744579000003
2569,Noddy Sp. (B),B1488,-16.606443071899999,145.974750833999991
2570,Noddy Sp. (B),B1489,-16.606440925600001,145.974753961999994
2571,Noddy Sp. (B),B1490,-16.606439159600001,145.974760443000008
2572,Noddy Sp. (B),B1491,-16.606439974699999,145.974764641000007
2573,Noddy Sp. (B),B1492,-16.606438915100000,145.974771882999988
2574,Noddy Sp. (B),B1493,-16.606439520300000,145.974768573000006
2575,Noddy Sp. (B),B1494,-16.606442379699999,145.974769689999988
2576,Noddy Sp. (B),B1495,-16.606444229899999,145.974765206999990
2577,Noddy Sp. (B),B1496,-16.606446836899998,145.974764614000009
2578,Noddy Sp. (B),B1497,-16.606446130500000,145.974759293000005
2579,Noddy Sp. (B),B1498,-16.606449729900000,145.974761561000008
2580,Noddy Sp. (B),B1499,-16.606446980699999,145.974772675999986
2581,Noddy Sp. (B),B1500,-16.606450311100001,145.974756399999990
2582,Noddy Sp. (B),B1501,-16.606452152500001,145.974750903999990
2583,Noddy Sp. (B),B1502,-16.606446450600000,145.974743525000008
2584,Noddy Sp. (B),B1503,-16.606449495000000,145.974745984999998
2585,Noddy Sp. (B),B1504,-16.606444569099999,145.974738116999987
2586,Noddy Sp. (B),B1505,-16.606440977900000,145.974733891000000
2587,Noddy Sp. (B),B1506,-16.606444223800001,145.974729200000013
2588,Noddy Sp. (B),B1507,-16.606447642199999,145.974729128000007
2589,Noddy Sp. (B),B1508,-16.606445501400000,145.974733818999994
2590,Noddy Sp. (B),B1509,-16.606450370099999,145.974732566000000
2591,Noddy Sp. (B),B1510,-16.606453615900001,145.974732171999989
2592,Noddy Sp. (B),B1511,-16.606452890800000,145.974727696000002
2593,Noddy Sp. (B),B1512,-16.606454099400001,145.974723218999998
2594,Noddy Sp. (B),B1513,-16.606453443300001,145.974718634999988
2595,Noddy Sp. (B),B1514,-16.606456136599999,145.974718419999988
2596,Noddy Sp. (B),B1515,-16.606456447399999,145.974729450000012
2597,Noddy Sp. (B),B1516,-16.606456309300000,145.974733031000000
2598,Noddy Sp. (B),B1517,-16.606458604099998,145.974742509999999
2599,Noddy Sp. (B),B1518,-16.606461782899999,145.974742031000005
2600,Noddy Sp. (B),B1519,-16.606463032699999,145.974737973999993
2601,Noddy Sp. (B),B1520,-16.606462788200002,145.974734057000006
2602,Noddy Sp. (B),B1521,-16.606466292899999,145.974736000999997
2603,Noddy Sp. (B),B1522,-16.606464554100000,145.974729435999990
2604,Noddy Sp. (B),B1523,-16.606467135199999,145.974728168000013
2605,Noddy Sp. (B),B1524,-16.606457626099999,145.974723406000010
2606,Noddy Sp. (B),B1525,-16.606458386800000,145.974723912999991
2607,Noddy Sp. (B),B1526,-16.606461538400001,145.974722364000002
2608,Noddy Sp. (B),B1527,-16.606464472599999,145.974724280000004
2609,Noddy Sp. (B),B1528,-16.606463413000000,145.974720138000009
2610,Noddy Sp. (B),B1529,-16.606464608500001,145.974716362000009
2611,Noddy Sp. (B),B1530,-16.606461239500000,145.974712839999995
2612,Noddy Sp. (B),B1531,-16.606460098399999,145.974711909999996
2613,Noddy Sp. (B),B1532,-16.606470042300000,145.974727153999993
2614,Noddy Sp. (B),B1533,-16.606469879199999,145.974730338000001
2615,Noddy Sp. (B),B1534,-16.606478817799999,145.974739749000008
2616,Noddy Sp. (B),B1535,-16.606461701400001,145.974705824000011
2617,Noddy Sp. (B),B1536,-16.606470521399999,145.974707738000006
2618,Noddy Sp. (B),B1537,-16.606473374000000,145.974718297999999
2619,Noddy Sp. (B),B1538,-16.606476025900001,145.974708466000010
2620,Noddy Sp. (B),B1539,-16.606480454500002,145.974705677000003
2621,Noddy Sp. (B),B1540,-16.606482872499999,145.974710044000005
2622,Noddy Sp. (B),B1541,-16.606479856800000,145.974714158000012
2623,Noddy Sp. (B),B1542,-16.606484638500000,145.974713228000013
2624,Noddy Sp. (B),B1543,-16.606486268600001,145.974707338999991
2625,Noddy Sp. (B),B1544,-16.606486241500001,145.974703648000002
2626,Noddy Sp. (B),B1545,-16.606490805800000,145.974711678000006
2627,Noddy Sp. (B),B1546,-16.606490751500001,145.974704013999997
2628,Noddy Sp. (B),B1547,-16.606482818200000,145.974724301999998
2629,Noddy Sp. (B),B1548,-16.606483198500001,145.974732810999996
2630,Noddy Sp. (B),B1549,-16.606485073199998,145.974734923999989
2631,Noddy Sp. (B),B1550,-16.606486404500000,145.974735291000002
2632,Noddy Sp. (B),B1551,-16.606488496499999,145.974737995999988
2633,Noddy Sp. (B),B1552,-16.606488822500001,145.974731571000007
2634,Noddy Sp. (B),B1553,-16.606495506100000,145.974732022000012
2635,Noddy Sp. (B),B1554,-16.606493386899999,145.974742475999989
2636,Noddy Sp. (B),B1555,-16.606458127400000,145.974788181999998
2637,Noddy Sp. (B),B1556,-16.606458281599998,145.974787259999999
2638,CRTE Runner (FRUN),FRUN187,-16.606608451100001,145.974785255000000
2639,CRTE Runner (FRUN),FRUN188,-16.606610298600000,145.974788270000005
2640,CRTE Runner (FRUN),FRUN189,-16.606610543100000,145.974786354000003
2641,CRTE Runner (FRUN),FRUN190,-16.606611222400002,145.974782578000003
2642,CRTE Runner (FRUN),FRUN191,-16.606611086499999,145.974780492999997
2643,CRTE Runner (FRUN),FRUN192,-16.606615487900001,145.974785198000006
2644,CRTE Runner (FRUN),FRUN193,-16.606613260000000,145.974774180999987
2645,CRTE Runner (FRUN),FRUN194,-16.606613993600000,145.974773618000000
2646,CRTE Runner (FRUN),FRUN195,-16.606618041800001,145.974750314999994
2647,CRTE Runner (FRUN),FRUN196,-16.606624181899999,145.974745778999988
2648,CRTE Runner (FRUN),FRUN197,-16.606629479900000,145.974746849000013
2649,Crested Tern FS (FFS),FFS725,-16.606604238300001,145.974781299000000
2650,Crested Tern FS (FFS),FFS726,-16.606607107500000,145.974776079000009
2651,Crested Tern FS (FFS),FFS727,-16.606612840200000,145.974779431999991
2652,Crested Tern FS (FFS),FFS728,-16.606616018899999,145.974780954000011
2653,Crested Tern FS (FFS),FFS729,-16.606614796300001,145.974783320999990
2654,Crested Tern FS (FFS),FFS730,-16.606621181000001,145.974780785000007
2655,Crested Tern FS (FFS),FFS731,-16.606615285400000,145.974772500999990
2656,Crested Tern FS (FFS),FFS732,-16.606615529900001,145.974770331000002
2657,Crested Tern FS (FFS),FFS733,-16.606620827800000,145.974764555000007
2658,Crested Tern FS (FFS),FFS734,-16.606615991799998,145.974760919999994
2659,Crested Tern FS (FFS),FFS735,-16.606616997000000,145.974757398000008
2660,Crested Tern FS (FFS),FFS736,-16.606623273000000,145.974751593000008
2661,Crested Tern FS (FFS),FFS737,-16.606624957499999,145.974749564999996
2662,Crested Tern FS (FFS),FFS738,-16.606627131000000,145.974750720000003
2663,Crested Tern FS (FFS),FFS739,-16.606627837400001,145.974748156000004
2664,Crested Tern FS (FFS),FFS740,-16.606635336000000,145.974757538999995
2665,Noddy Sp. (B),B1557,-16.606626397500001,145.974746578000008
2666,Noddy Sp. (B),B1558,-16.606621126699999,145.974754579999995
2667,Noddy Sp. (B),B1559,-16.606617866400001,145.974768387000012
2668,Noddy Sp. (B),B1560,-16.606625312900000,145.974723065000006
2669,Noddy Sp. (B),B1561,-16.606626824999999,145.974741158999990
2670,Noddy Sp. (B),B1562,-16.606628770299999,145.974739563000014
2671,Noddy Sp. (B),B1563,-16.606631143100000,145.974739053000008
2672,Noddy Sp. (B),B1564,-16.606626509300000,145.974743748000009
2673,Noddy Sp. (B),B1565,-16.606629448200000,145.974731851000001
2674,Noddy Sp. (B),B1566,-16.606631377199999,145.974732273000001
2675,Noddy Sp. (B),B1567,-16.606630399099998,145.974730273000006
2676,Noddy Sp. (B),B1568,-16.606631458700001,145.974729765999996
